tag_id,stap_id,type,lat,lon,ind,j,interp,known
16IT,5,simulation,44.625,8.875,19714,6,,FALSE
16IT,5,simulation,44.375,9.875,20451,7,,FALSE
16IT,5,simulation,44.625,8.875,19714,8,,FALSE
16IT,5,simulation,44.625,8.875,19714,9,,FALSE
16IT,5,simulation,44.625,8.875,19714,10,,FALSE
16IT,6,simulation,44.375,5.625,17323,1,,FALSE
16IT,6,simulation,44.375,5.875,17507,2,,FALSE
16IT,6,simulation,44.625,6.125,17690,3,,FALSE
16IT,6,simulation,44.125,6.125,17692,4,,FALSE
16IT,6,simulation,44.125,5.875,17508,5,,FALSE
16IT,6,simulation,44.375,6.375,17875,6,,FALSE
16IT,6,simulation,44.125,5.875,17508,7,,FALSE
16IT,6,simulation,44.125,6.375,17876,8,,FALSE
16IT,6,simulation,44.375,6.375,17875,9,,FALSE
16IT,6,simulation,44.375,5.625,17323,10,,FALSE
16JB,1,simulation,46.54841,8.72989,19522,1,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,2,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,3,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,4,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,5,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,6,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,7,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,8,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,9,,TRUE
16JB,1,simulation,46.54841,8.72989,19522,10,,TRUE
16JB,2,simulation,46.375,8.125,19155,1,,FALSE
16JB,2,simulation,46.125,8.125,19156,2,,FALSE
16JB,2,simulation,46.625,8.875,19706,3,,FALSE
16JB,2,simulation,46.625,9.125,19890,4,,FALSE
16JB,2,simulation,46.125,8.875,19708,5,,FALSE
16JB,2,simulation,46.125,8.375,19340,6,,FALSE
16JB,2,simulation,46.125,8.125,19156,7,,FALSE
16JB,2,simulation,46.125,8.375,19340,8,,FALSE
16JB,2,simulation,46.375,8.125,19155,9,,FALSE
16JB,2,simulation,46.125,8.625,19524,10,,FALSE
16JB,3,simulation,45.125,6.625,18056,1,,FALSE
16JB,3,simulation,46.375,7.375,18603,2,,FALSE
16JB,3,simulation,45.125,6.125,17688,3,,FALSE
16JB,3,simulation,44.625,6.625,18058,4,,FALSE
16JB,3,simulation,45.875,6.625,18053,5,,FALSE
16JB,3,simulation,47.125,9.125,19888,6,,FALSE
16JB,3,simulation,45.125,7.125,18424,7,,FALSE
16JB,3,simulation,45.125,6.375,17872,8,,FALSE
16JB,3,simulation,44.125,6.625,18060,9,,FALSE
16JB,3,simulation,45.875,6.875,18237,10,,FALSE
16JB,4,simulation,43.875,7.375,18613,1,,FALSE
16JB,4,simulation,45.125,5.875,17504,2,,FALSE
16JB,4,simulation,43.625,4.375,16406,3,,FALSE
16JB,4,simulation,45.125,7.375,18608,4,,FALSE
16JB,4,simulation,43.375,5.125,16959,5,,FALSE
16JB,4,simulation,45.625,7.625,18790,6,,FALSE
16JB,4,simulation,44.875,9.125,19897,7,,FALSE
16JB,4,simulation,43.875,4.875,16773,8,,FALSE
16JB,4,simulation,43.375,5.125,16959,9,,FALSE
16JB,4,simulation,43.875,7.375,18613,10,,FALSE
16JB,5,simulation,44.625,8.125,19162,1,,FALSE
16JB,5,simulation,44.875,5.625,17321,2,,FALSE
16JB,5,simulation,43.875,4.125,16221,3,,FALSE
16JB,5,simulation,45.125,8.625,19528,4,,FALSE
16JB,5,simulation,43.625,6.125,17694,5,,FALSE
16JB,5,simulation,45.625,8.875,19710,6,,FALSE
16JB,5,simulation,44.625,8.625,19530,7,,FALSE
16JB,5,simulation,44.875,4.375,16401,8,,FALSE
16JB,5,simulation,43.125,6.125,17696,9,,FALSE
16JB,5,simulation,44.375,9.625,20267,10,,FALSE
16JL,1,simulation,46.54263,8.68315,19522,1,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,2,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,3,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,4,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,5,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,6,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,7,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,8,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,9,,TRUE
16JL,1,simulation,46.54263,8.68315,19522,10,,TRUE
16JL,2,simulation,45.875,9.875,20445,1,,FALSE
16JL,2,simulation,47.375,11.375,21543,2,,FALSE
16JL,2,simulation,45.875,9.625,20261,3,,FALSE
16JL,2,simulation,46.375,10.125,20627,4,,FALSE
16JL,2,simulation,46.375,9.875,20443,5,,FALSE
16JL,2,simulation,47.125,9.625,20256,6,,FALSE
16JL,2,simulation,46.125,7.875,18972,7,,FALSE
16JL,2,simulation,46.125,10.125,20628,8,,FALSE
16JL,2,simulation,46.125,9.375,20076,9,,FALSE
16JL,2,simulation,46.125,10.375,20812,10,,FALSE
16JL,3,simulation,41.875,9.125,19909,1,,FALSE
16JL,3,simulation,42.875,10.375,20825,2,,FALSE
16JL,3,simulation,41.875,9.125,19909,3,,FALSE
16JL,3,simulation,42.125,12.875,22668,4,,FALSE
16JL,3,simulation,42.375,8.875,19723,5,,FALSE
16JL,3,simulation,42.625,13.625,23218,6,,FALSE
16JL,3,simulation,42.375,8.875,19723,7,,FALSE
16JL,3,simulation,40.625,9.625,20282,8,,FALSE
16JL,3,simulation,41.625,9.125,19910,9,,FALSE
16JL,3,simulation,41.625,8.875,19726,10,,FALSE
16JL,4,simulation,34.875,10.875,21225,1,,FALSE
16JL,4,simulation,35.625,9.625,20302,2,,FALSE
16JL,4,simulation,37.125,9.375,20112,3,,FALSE
16JL,4,simulation,34.625,9.875,20490,4,,FALSE
16JL,4,simulation,35.125,10.125,20672,5,,FALSE
16JL,4,simulation,34.875,10.375,20857,6,,FALSE
16JL,4,simulation,36.125,10.375,20852,7,,FALSE
16JL,4,simulation,35.625,10.625,21038,8,,FALSE
16JL,4,simulation,36.625,9.625,20298,9,,FALSE
16JL,4,simulation,34.125,9.625,20308,10,,FALSE
16JL,5,simulation,35.625,10.625,21038,1,,FALSE
16JL,5,simulation,35.625,10.125,20670,2,,FALSE
16JL,5,simulation,36.125,9.875,20484,3,,FALSE
16JL,5,simulation,33.375,10.625,21047,4,,FALSE
16JL,5,simulation,35.875,9.625,20301,5,,FALSE
16JL,5,simulation,35.625,10.375,20854,6,,FALSE
16JL,5,simulation,36.625,10.125,20666,7,,FALSE
16JL,5,simulation,36.125,10.125,20668,8,,FALSE
16JL,5,simulation,37.125,10.125,20664,9,,FALSE
16JL,5,simulation,35.875,10.375,20853,10,,FALSE
16JL,6,simulation,33.875,7.625,18837,1,,FALSE
16JL,6,simulation,34.875,6.375,17913,2,,FALSE
16JL,6,simulation,33.875,9.375,20125,3,,FALSE
16JL,6,simulation,37.375,9.375,20111,4,,FALSE
16JL,6,simulation,33.375,6.625,18103,5,,FALSE
16JL,6,simulation,33.125,7.875,19024,6,,FALSE
16JL,6,simulation,39.625,8.875,19734,7,,FALSE
16JL,6,simulation,32.875,7.875,19025,8,,FALSE
16JL,6,simulation,34.375,5.875,17547,9,,FALSE
16JL,6,simulation,32.125,7.375,18660,10,,FALSE
16JL,7,simulation,34.125,4.375,16444,1,,FALSE
16JL,7,simulation,36.875,6.125,17721,2,,FALSE
16JL,7,simulation,33.375,5.125,16999,3,,FALSE
16JL,7,simulation,35.875,4.875,16805,4,,FALSE
16JL,7,simulation,36.375,2.625,15147,5,,FALSE
16JL,7,simulation,34.875,5.625,17361,6,,FALSE
16JL,7,simulation,36.875,4.125,16249,7,,FALSE
16JL,7,simulation,33.625,5.125,16998,8,,FALSE
16JL,7,simulation,31.125,4.125,16272,9,,FALSE
16JL,7,simulation,29.125,7.625,18856,10,,FALSE
16JL,8,simulation,34.125,7.375,18652,1,,FALSE
16JL,8,simulation,33.375,5.875,17551,2,,FALSE
16JL,8,simulation,36.625,7.375,18642,3,,FALSE
16JL,8,simulation,40.375,9.625,20283,4,,FALSE
16JL,8,simulation,36.625,10.125,20666,5,,FALSE
16JL,8,simulation,33.875,6.375,17917,6,,FALSE
16JL,8,simulation,33.375,7.125,18471,7,,FALSE
16JL,8,simulation,36.625,5.125,16986,8,,FALSE
16JL,8,simulation,34.375,7.375,18651,9,,FALSE
16JL,8,simulation,34.125,6.125,17732,10,,FALSE
16JL,9,simulation,35.125,9.875,20488,1,,FALSE
16JL,9,simulation,35.875,9.375,20117,2,,FALSE
16JL,9,simulation,40.125,9.125,19916,3,,FALSE
16JL,9,simulation,34.625,9.625,20306,4,,FALSE
16JL,9,simulation,33.875,9.875,20493,5,,FALSE
16JL,9,simulation,36.625,8.875,19746,6,,FALSE
16JL,9,simulation,35.875,9.625,20301,7,,FALSE
16JL,9,simulation,36.125,9.625,20300,8,,FALSE
16JL,9,simulation,36.125,10.375,20852,9,,FALSE
16JL,9,simulation,36.875,9.125,19929,10,,FALSE
16JL,10,simulation,36.125,10.125,20668,1,,FALSE
16JL,10,simulation,35.375,10.125,20671,2,,FALSE
16JL,10,simulation,40.625,8.875,19730,3,,FALSE
16JL,10,simulation,34.875,10.875,21225,4,,FALSE
16JL,10,simulation,34.375,9.875,20491,5,,FALSE
16JL,10,simulation,36.375,9.875,20483,6,,FALSE
16JL,10,simulation,35.125,10.375,20856,7,,FALSE
16JL,10,simulation,36.625,10.625,21034,8,,FALSE
16JL,10,simulation,36.125,10.375,20852,9,,FALSE
16JL,10,simulation,36.375,9.625,20299,10,,FALSE
16JL,11,simulation,32.625,9.375,20130,1,,FALSE
16JL,11,simulation,31.625,8.125,19214,2,,FALSE
16JL,11,simulation,36.375,7.875,19011,3,,FALSE
16JL,11,simulation,31.375,8.875,19767,4,,FALSE
16JL,11,simulation,30.625,4.875,16826,5,,FALSE
16JL,11,simulation,30.875,7.875,19033,6,,FALSE
16JL,11,simulation,30.875,14.875,24185,7,,FALSE
16JL,11,simulation,30.875,4.875,16825,8,,FALSE
16JL,11,simulation,36.375,2.625,15147,9,,FALSE
16JL,11,simulation,32.125,6.125,17740,10,,FALSE
16JL,12,simulation,30.125,7.625,18852,1,,FALSE
16JL,12,simulation,29.875,9.875,20509,2,,FALSE
16JL,12,simulation,34.625,5.125,16994,3,,FALSE
16JL,12,simulation,30.625,5.875,17562,4,,FALSE
16JL,12,simulation,31.875,10.125,20685,5,,FALSE
16JL,12,simulation,30.625,9.625,20322,6,,FALSE
16JL,12,simulation,27.375,13.625,23279,7,,FALSE
16JL,12,simulation,30.625,9.125,19954,8,,FALSE
16JL,12,simulation,34.125,4.375,16444,9,,FALSE
16JL,12,simulation,29.375,5.125,17015,10,,FALSE
16JL,13,simulation,27.875,5.125,17021,1,,FALSE
16JL,13,simulation,26.875,7.875,19049,2,,FALSE
16JL,13,simulation,31.125,0.625,13696,3,,FALSE
16JL,13,simulation,28.375,8.875,19779,4,,FALSE
16JL,13,simulation,29.875,11.625,21797,5,,FALSE
16JL,13,simulation,31.875,11.375,21605,6,,FALSE
16JL,13,simulation,24.625,13.375,23106,7,,FALSE
16JL,13,simulation,28.875,9.625,20329,8,,FALSE
16JL,13,simulation,32.125,0.625,13692,9,,FALSE
16JL,13,simulation,27.375,5.375,17207,10,,FALSE
16JL,14,simulation,22.625,6.375,17962,1,,FALSE
16JL,14,simulation,24.125,5.625,17404,2,,FALSE
16JL,14,simulation,25.625,7.125,18502,3,,FALSE
16JL,14,simulation,23.875,6.125,17773,4,,FALSE
16JL,14,simulation,24.875,6.125,17769,5,,FALSE
16JL,14,simulation,24.625,5.125,17034,6,,FALSE
16JL,14,simulation,22.625,5.875,17594,7,,FALSE
16JL,14,simulation,23.375,6.875,18327,8,,FALSE
16JL,14,simulation,24.875,5.625,17401,9,,FALSE
16JL,14,simulation,22.875,6.625,18145,10,,FALSE
16JL,15,simulation,20.875,3.875,16129,1,,FALSE
16JL,15,simulation,22.375,4.625,16675,2,,FALSE
16JL,15,simulation,24.875,4.125,16297,3,,FALSE
16JL,15,simulation,22.125,4.125,16308,4,,FALSE
16JL,15,simulation,21.625,4.125,16310,5,,FALSE
16JL,15,simulation,26.125,3.625,15924,6,,FALSE
16JL,15,simulation,21.125,3.875,16128,7,,FALSE
16JL,15,simulation,22.375,4.125,16307,8,,FALSE
16JL,15,simulation,24.375,3.125,15563,9,,FALSE
16JL,15,simulation,21.375,4.875,16863,10,,FALSE
16JL,16,simulation,13.625,7.875,19102,1,,FALSE
16JL,16,simulation,17.125,7.125,18536,2,,FALSE
16JL,16,simulation,18.375,6.125,17795,3,,FALSE
16JL,16,simulation,18.625,4.625,16690,4,,FALSE
16JL,16,simulation,16.875,6.375,17985,5,,FALSE
16JL,16,simulation,17.875,7.125,18533,6,,FALSE
16JL,16,simulation,16.375,4.875,16883,7,,FALSE
16JL,16,simulation,18.875,7.125,18529,8,,FALSE
16JL,16,simulation,20.375,6.875,18339,9,,FALSE
16JL,16,simulation,18.125,4.125,16324,10,,FALSE
16JL,17,simulation,16.125,5.125,17068,1,,FALSE
16JL,17,simulation,15.375,4.625,16703,2,,FALSE
16JL,17,simulation,16.875,4.875,16881,3,,FALSE
16JL,17,simulation,14.375,5.125,17075,4,,FALSE
16JL,17,simulation,14.375,4.625,16707,5,,FALSE
16JL,17,simulation,17.375,4.875,16879,6,,FALSE
16JL,17,simulation,17.375,4.875,16879,7,,FALSE
16JL,17,simulation,14.375,6.375,17995,8,,FALSE
16JL,17,simulation,16.375,3.875,16147,9,,FALSE
16JL,17,simulation,13.125,5.375,17264,10,,FALSE
20TJ,1,simulation,46.550143,8.703374,19522,1,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,2,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,3,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,4,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,5,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,6,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,7,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,8,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,9,,TRUE
20TJ,1,simulation,46.550143,8.703374,19522,10,,TRUE
20TJ,2,simulation,42.375,8.625,19539,1,,FALSE
20TJ,2,simulation,44.375,6.375,17875,2,,FALSE
20TJ,2,simulation,44.125,6.875,18244,3,,FALSE
20TJ,2,simulation,45.875,6.125,17685,4,,FALSE
20TJ,2,simulation,43.875,7.875,18981,5,,FALSE
20TJ,2,simulation,42.125,9.125,19908,6,,FALSE
20TJ,2,simulation,44.125,7.875,18980,7,,FALSE
20TJ,2,simulation,46.125,9.875,20444,8,,FALSE
20TJ,2,simulation,44.375,7.125,18427,9,,FALSE
20TJ,2,simulation,43.875,6.875,18245,10,,FALSE
20TJ,3,simulation,39.625,9.625,20286,1,,FALSE
20TJ,3,simulation,43.875,4.375,16405,2,,FALSE
20TJ,3,simulation,40.375,9.375,20099,3,,FALSE
20TJ,3,simulation,44.125,4.875,16772,4,,FALSE
20TJ,3,simulation,43.625,5.125,16958,5,,FALSE
20TJ,3,simulation,39.375,9.125,19919,6,,FALSE
20TJ,3,simulation,44.125,4.875,16772,7,,FALSE
20TJ,3,simulation,43.875,5.125,16957,8,,FALSE
20TJ,3,simulation,42.125,8.875,19724,9,,FALSE
20TJ,3,simulation,39.875,9.375,20101,10,,FALSE
20TJ,4,simulation,35.875,10.125,20669,1,,FALSE
20TJ,4,simulation,36.375,7.625,18827,2,,FALSE
20TJ,4,simulation,36.625,9.375,20114,3,,FALSE
20TJ,4,simulation,38.875,8.625,19553,4,,FALSE
20TJ,4,simulation,35.625,10.625,21038,5,,FALSE
20TJ,4,simulation,36.375,9.625,20299,6,,FALSE
20TJ,4,simulation,36.625,10.375,20850,7,,FALSE
20TJ,4,simulation,38.875,8.875,19737,8,,FALSE
20TJ,4,simulation,36.625,6.875,18274,9,,FALSE
20TJ,4,simulation,33.875,8.125,19205,10,,FALSE
20TJ,5,simulation,35.875,8.625,19565,1,,FALSE
20TJ,5,simulation,35.625,8.125,19198,2,,FALSE
20TJ,5,simulation,35.125,8.875,19752,3,,FALSE
20TJ,5,simulation,35.125,8.875,19752,4,,FALSE
20TJ,5,simulation,36.375,8.625,19563,5,,FALSE
20TJ,5,simulation,35.875,7.875,19013,6,,FALSE
20TJ,5,simulation,36.625,8.375,19378,7,,FALSE
20TJ,5,simulation,36.375,8.375,19379,8,,FALSE
20TJ,5,simulation,35.375,9.375,20119,9,,FALSE
20TJ,5,simulation,36.375,8.375,19379,10,,FALSE
20TJ,6,simulation,31.375,4.625,16639,1,,FALSE
20TJ,6,simulation,31.125,5.375,17192,2,,FALSE
20TJ,6,simulation,31.625,7.125,18478,3,,FALSE
20TJ,6,simulation,32.375,5.125,17003,4,,FALSE
20TJ,6,simulation,31.625,5.625,17374,5,,FALSE
20TJ,6,simulation,31.875,5.875,17557,6,,FALSE
20TJ,6,simulation,32.875,7.375,18657,7,,FALSE
20TJ,6,simulation,32.375,5.375,17187,8,,FALSE
20TJ,6,simulation,32.625,5.375,17186,9,,FALSE
20TJ,6,simulation,31.125,6.625,18112,10,,FALSE
20TJ,7,simulation,26.875,6.125,17761,1,,FALSE
20TJ,7,simulation,22.125,7.875,19068,2,,FALSE
20TJ,7,simulation,25.875,6.125,17765,3,,FALSE
20TJ,7,simulation,26.375,6.125,17763,4,,FALSE
20TJ,7,simulation,23.625,3.625,15934,5,,FALSE
20TJ,7,simulation,26.625,7.125,18498,6,,FALSE
20TJ,7,simulation,25.875,4.125,16293,7,,FALSE
20TJ,7,simulation,25.875,4.375,16477,8,,FALSE
20TJ,7,simulation,26.375,6.125,17763,9,,FALSE
20TJ,7,simulation,24.625,5.625,17402,10,,FALSE
20TJ,8,simulation,19.875,3.125,15581,1,,FALSE
20TJ,8,simulation,19.625,2.125,14846,2,,FALSE
20TJ,8,simulation,19.625,1.125,14110,3,,FALSE
20TJ,8,simulation,19.375,2.125,14847,4,,FALSE
20TJ,8,simulation,19.625,3.125,15582,5,,FALSE
20TJ,8,simulation,20.375,2.125,14843,6,,FALSE
20TJ,8,simulation,21.625,4.125,16310,7,,FALSE
20TJ,8,simulation,20.375,4.375,16499,8,,FALSE
20TJ,8,simulation,21.125,4.375,16496,9,,FALSE
20TJ,8,simulation,20.375,2.625,15211,10,,FALSE
20TJ,9,simulation,14.125,-2.125,11740,1,,FALSE
20TJ,9,simulation,16.625,-3.625,10626,2,,FALSE
20TJ,9,simulation,16.375,-3.625,10627,3,,FALSE
20TJ,9,simulation,11.125,-3.625,10648,4,,FALSE
20TJ,9,simulation,13.125,-2.125,11744,5,,FALSE
20TJ,9,simulation,15.375,-2.875,11183,6,,FALSE
20TJ,9,simulation,20.375,-0.875,12635,7,,FALSE
20TJ,9,simulation,17.375,-2.875,11175,8,,FALSE
20TJ,9,simulation,14.875,-3.625,10633,9,,FALSE
20TJ,9,simulation,17.375,-2.875,11175,10,,FALSE
20TJ,10,simulation,15.125,-1.625,12104,1,,FALSE
20TJ,10,simulation,17.625,-2.875,11174,2,,FALSE
20TJ,10,simulation,15.625,-2.625,11366,3,,FALSE
20TJ,10,simulation,13.125,-1.875,11928,4,,FALSE
20TJ,10,simulation,13.875,0.125,13397,5,,FALSE
20TJ,10,simulation,12.875,-3.625,10641,6,,FALSE
20TJ,10,simulation,19.125,-2.625,11352,7,,FALSE
20TJ,10,simulation,14.375,-0.875,12659,8,,FALSE
20TJ,10,simulation,16.625,-1.125,12466,9,,FALSE
20TJ,10,simulation,17.375,0.875,13935,10,,FALSE
20TJ,11,simulation,14.375,-2.125,11739,1,,FALSE
20TJ,11,simulation,17.875,-1.625,12093,2,,FALSE
20TJ,11,simulation,15.125,-2.125,11736,3,,FALSE
20TJ,11,simulation,12.875,-0.875,12665,4,,FALSE
20TJ,11,simulation,13.625,-0.875,12662,5,,FALSE
20TJ,11,simulation,12.125,-2.875,11196,6,,FALSE
20TJ,11,simulation,18.375,-1.875,11907,7,,FALSE
20TJ,11,simulation,14.625,0.125,13394,8,,FALSE
20TJ,11,simulation,17.125,-0.625,12832,9,,FALSE
20TJ,11,simulation,17.375,0.625,13751,10,,FALSE
20TJ,12,simulation,14.375,0.375,13579,1,,FALSE
20TJ,12,simulation,15.375,0.125,13391,2,,FALSE
20TJ,12,simulation,13.625,0.875,13950,3,,FALSE
20TJ,12,simulation,15.125,0.125,13392,4,,FALSE
20TJ,12,simulation,14.875,1.625,14497,5,,FALSE
20TJ,12,simulation,15.125,-0.125,13208,6,,FALSE
20TJ,12,simulation,14.875,0.375,13577,7,,FALSE
20TJ,12,simulation,15.375,2.625,15231,8,,FALSE
20TJ,12,simulation,13.875,0.375,13581,9,,FALSE
20TJ,12,simulation,15.875,0.875,13941,10,,FALSE
20TZ,1,simulation,46.553141,8.690984,19522,1,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,2,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,3,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,4,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,5,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,6,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,7,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,8,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,9,,TRUE
20TZ,1,simulation,46.553141,8.690984,19522,10,,TRUE
20TZ,2,simulation,44.125,6.375,17876,1,,FALSE
20TZ,2,simulation,44.625,6.375,17874,2,,FALSE
20TZ,2,simulation,44.375,6.375,17875,3,,FALSE
20TZ,2,simulation,44.125,6.875,18244,4,,FALSE
20TZ,2,simulation,44.125,6.375,17876,5,,FALSE
20TZ,2,simulation,44.125,6.375,17876,6,,FALSE
20TZ,2,simulation,45.625,7.875,18974,7,,FALSE
20TZ,2,simulation,45.875,7.375,18605,8,,FALSE
20TZ,2,simulation,44.375,6.625,18059,9,,FALSE
20TZ,2,simulation,44.625,6.875,18242,10,,FALSE
24DK,1,simulation,44.95344,6.96995,18241,1,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,2,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,3,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,4,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,5,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,6,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,7,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,8,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,9,,TRUE
24DK,1,simulation,44.95344,6.96995,18241,10,,TRUE
24DK,2,simulation,46.125,8.875,19708,1,,FALSE
24DK,2,simulation,45.125,5.875,17504,2,,FALSE
24DK,2,simulation,44.125,7.375,18612,3,,FALSE
24DK,2,simulation,43.875,6.875,18245,4,,FALSE
24DK,2,simulation,44.375,7.125,18427,5,,FALSE
24DK,2,simulation,44.125,7.875,18980,6,,FALSE
24DK,2,simulation,44.125,6.375,17876,7,,FALSE
24DK,2,simulation,43.875,7.875,18981,8,,FALSE
24DK,2,simulation,45.875,7.875,18973,9,,FALSE
24DK,2,simulation,46.875,8.125,19153,10,,FALSE
24DK,3,simulation,45.375,7.875,18975,1,,FALSE
24DK,3,simulation,44.625,5.875,17506,2,,FALSE
24DK,3,simulation,43.875,6.875,18245,3,,FALSE
24DK,3,simulation,44.375,7.125,18427,4,,FALSE
24DK,3,simulation,43.875,7.875,18981,5,,FALSE
24DK,3,simulation,44.125,6.625,18060,6,,FALSE
24DK,3,simulation,44.125,7.125,18428,7,,FALSE
24DK,3,simulation,43.875,6.875,18245,8,,FALSE
24DK,3,simulation,45.375,6.875,18239,9,,FALSE
24DK,3,simulation,46.375,7.625,18787,10,,FALSE
24DK,4,simulation,39.875,9.625,20285,1,,FALSE
24DK,4,simulation,39.375,9.375,20103,2,,FALSE
24DK,4,simulation,40.875,9.375,20097,3,,FALSE
24DK,4,simulation,39.375,9.125,19919,4,,FALSE
24DK,4,simulation,39.375,9.625,20287,5,,FALSE
24DK,4,simulation,41.125,9.375,20096,6,,FALSE
24DK,4,simulation,40.125,9.625,20284,7,,FALSE
24DK,4,simulation,40.875,8.875,19729,8,,FALSE
24DK,4,simulation,36.875,10.125,20665,9,,FALSE
24DK,4,simulation,39.375,9.375,20103,10,,FALSE
24DK,5,simulation,36.375,6.125,17723,1,,FALSE
24DK,5,simulation,36.875,7.375,18641,2,,FALSE
24DK,5,simulation,36.125,8.625,19564,3,,FALSE
24DK,5,simulation,36.875,6.125,17721,4,,FALSE
24DK,5,simulation,36.875,7.625,18825,5,,FALSE
24DK,5,simulation,37.125,6.375,17904,6,,FALSE
24DK,5,simulation,35.125,7.625,18832,7,,FALSE
24DK,5,simulation,35.125,7.125,18464,8,,FALSE
24DK,5,simulation,35.125,7.625,18832,9,,FALSE
24DK,5,simulation,37.125,6.375,17904,10,,FALSE
24DK,6,simulation,35.375,5.875,17543,1,,FALSE
24DK,6,simulation,34.875,6.875,18281,2,,FALSE
24DK,6,simulation,35.375,6.125,17727,3,,FALSE
24DK,6,simulation,35.125,6.375,17912,4,,FALSE
24DK,6,simulation,35.125,6.375,17912,5,,FALSE
24DK,6,simulation,35.875,6.625,18093,6,,FALSE
24DK,6,simulation,35.125,6.125,17728,7,,FALSE
24DK,6,simulation,35.125,6.625,18096,8,,FALSE
24DK,6,simulation,35.375,6.875,18279,9,,FALSE
24DK,6,simulation,35.625,5.625,17358,10,,FALSE
24EA,1,simulation,44.95177,6.96333,18241,1,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,2,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,3,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,4,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,5,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,6,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,7,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,8,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,9,,TRUE
24EA,1,simulation,44.95177,6.96333,18241,10,,TRUE
24EA,2,simulation,43.375,4.625,16591,1,,FALSE
24EA,2,simulation,43.875,3.625,15853,2,,FALSE
24EA,2,simulation,43.375,4.875,16775,3,,FALSE
24EA,2,simulation,43.875,4.375,16405,4,,FALSE
24EA,2,simulation,43.625,5.125,16958,5,,FALSE
24EA,2,simulation,43.875,4.375,16405,6,,FALSE
24EA,2,simulation,43.625,5.125,16958,7,,FALSE
24EA,2,simulation,39.875,9.125,19917,8,,FALSE
24EA,2,simulation,39.625,8.625,19550,9,,FALSE
24EA,2,simulation,43.625,4.625,16590,10,,FALSE
24EA,3,simulation,39.625,9.125,19918,1,,FALSE
24EA,3,simulation,41.875,8.875,19725,2,,FALSE
24EA,3,simulation,36.625,5.125,16986,3,,FALSE
24EA,3,simulation,39.875,3.875,16053,4,,FALSE
24EA,3,simulation,39.875,3.875,16053,5,,FALSE
24EA,3,simulation,39.875,9.125,19917,6,,FALSE
24EA,3,simulation,41.625,8.875,19726,7,,FALSE
24EA,3,simulation,36.875,9.125,19929,8,,FALSE
24EA,3,simulation,36.625,5.125,16986,9,,FALSE
24EA,3,simulation,39.375,9.625,20287,10,,FALSE
24EA,4,simulation,36.625,7.875,19010,1,,FALSE
24EA,4,simulation,36.625,8.625,19562,2,,FALSE
24EA,4,simulation,34.375,7.125,18467,3,,FALSE
24EA,4,simulation,36.625,8.625,19562,4,,FALSE
24EA,4,simulation,36.875,6.625,18089,5,,FALSE
24EA,4,simulation,36.625,8.375,19378,6,,FALSE
