tag_id,stap_s,stap_t,lat_s,lon_s,lat_t,lon_t,s,t,j,start,end,n,distance,bearing,gs_u,gs_v,ws_u,ws_v
24IS,12,13,13.875,1.875,13.375,2.875,289949,315711,10,2019-10-12T20:45:00Z,2019-10-12T21:45:00Z,1,121.52654303922996,116.95876052654687,84.3617068286894,-42.90798000618261,,
24IS,13,14,13.875,4.625,14.875,4.375,316997,341833,1,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,113.88092638513476,-13.665400965432175,-5.907584751709678,24.297643177241795,,
24IS,13,14,13.875,4.125,12.125,2.625,316629,340556,2,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,252.90309771135753,-139.78090761974087,-41.840593434967666,-49.47820366581291,,
24IS,13,14,14.375,3.125,11.875,4.875,315891,342213,3,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,335.4034692921845,145.34418949879083,50.34063548650527,-72.82104600558259,,
24IS,13,14,13.625,4.625,14.625,4.125,316998,341650,4,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,123.10926497634411,-25.949753264487683,-12.085831631463991,24.834880489954564,,
24IS,13,14,15.125,2.375,14.125,2.375,315336,340364,5,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,110.64512462636722,180,-4.432533163505581e-15,-24.12958667806197,,
24IS,13,14,14.125,4.625,16.625,3.875,316996,341458,6,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,288.10967481752095,-16.13095565032997,-20.854767390252313,72.10679695763234,,
24IS,13,14,13.625,4.875,12.375,4.125,317182,341659,7,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,160.44730135482277,-149.44382575960927,-19.4836115726841,-33.00257599809576,,
24IS,13,14,15.375,2.875,13.625,2.375,315703,340366,8,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,200.9879417631028,-164.38161566396798,-13.483750079088791,-48.2336086687562,,
24IS,13,14,13.125,3.875,11.125,4.375,316448,341848,9,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,227.8420328829142,166.12653306424224,13.844760553223523,-56.055387187014645,,
24IS,13,14,13.375,2.875,11.625,3.625,315711,341294,10,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,210.05938733746356,157.08177819089155,20.483069632865767,-48.44722768761703,,
24TJ,1,2,44.974711,6.956946,39.875,9.375,18241,45125,1,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,600.3420135401193,159.81929010753998,20.734920884347563,-53.4758758167175,,
24TJ,1,2,44.974711,6.956946,37.125,9.375,18241,45136,2,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,895.0201826645173,166.0659281197081,21.8334395150322,-84.01720582264053,,
24TJ,1,2,44.974711,6.956946,40.125,9.125,18241,44940,3,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,567.3319022837455,160.96847924874376,18.554145780707614,-50.744428687463675,,
24TJ,1,2,44.974711,6.956946,40.125,8.875,18241,44756,4,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,561.2392896397616,163.044707338305,16.487262484766394,-50.779273023639476,,
24TJ,1,2,44.974711,6.956946,36.625,8.125,18241,44218,5,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,932.4329443463248,173.54387346911943,11.005856308108648,-89.79408889834211,,
24TJ,1,2,44.974711,6.956946,39.625,8.875,18241,44758,6,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,614.8775463191182,164.44310819376327,16.667320316099676,-56.330091405524094,,
24TJ,1,2,44.974711,6.956946,39.875,9.625,18241,45309,7,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,607.4546405884855,157.90264551637367,16.667320316099676,-56.330091405524094,,
24TJ,1,2,44.974711,6.956946,36.625,8.625,18241,44586,8,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,937.8014067409691,170.81338558591594,22.815590789407672,-53.42922686341012,,
24TJ,1,2,44.974711,6.956946,39.625,8.875,18241,44758,9,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,614.8775463191182,164.44310819376327,15.40904022539073,-89.72451891667711,,
24TJ,1,2,44.974711,6.956946,39.375,9.125,18241,44943,10,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,647.2088979943628,163.1974265815401,18.851968049613635,-59.06697999151787,,
24TJ,2,3,39.875,9.375,36.875,6.375,45125,67953,1,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,423.75408752558354,-140.84864747358284,-46.2545292050418,-56.812073012885456,,
24TJ,2,3,37.125,9.375,36.625,6.375,45136,67954,2,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,273.15339439628565,-100.81702204001039,-44.768897713668615,-8.553909178306125,,
24TJ,2,3,40.125,9.125,36.125,4.875,44940,66852,3,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,579.4978309430039,-138.66102006969047,-67.1196233164142,-76.29591692996388,,
24TJ,2,3,40.125,8.875,36.625,5.875,44756,67586,4,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,468.6118903801454,-145.0485190329322,-46.670160735016715,-66.77217105342113,,
24TJ,2,3,36.625,8.125,36.625,5.625,44218,67402,5,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,223.61089358924002,-89.25420456614764,-36.54402853644255,0.47570535216812815,,
24TJ,2,3,39.625,8.875,35.625,6.625,44758,68142,6,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,486.3169187603233,-155.20218922438795,-35.53500437865405,-76.91251345408944,,
24TJ,2,3,39.875,9.625,35.625,8.375,45309,69430,7,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,484.3918466915867,-166.4687557424253,-19.754284270037804,-82.08529476582086,,
24TJ,2,3,36.625,8.625,36.125,5.625,44586,67404,8,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,274.8499270152181,-100.75320395005421,-45.056477113337415,-8.556849839489601,,
24TJ,2,3,39.625,8.875,37.125,6.375,44758,67952,9,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,353.14380014095354,-141.00692954537695,-38.000136392696476,-46.9378665386154,,
24TJ,2,3,39.375,9.125,36.125,5.375,44943,67220,10,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,489.12799284783,-136.34221549328,-58.75772820515329,-61.577220065753416,,
24TJ,3,4,36.875,6.375,36.375,5.375,67953,92243,1,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,105.25757786705756,-121.51295297779895,-47.170959352102145,-28.921071750232823,,
24TJ,3,4,36.625,6.375,36.875,6.875,67954,93345,2,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,52.56802143029975,57.9965278606916,17.09215761611772,10.681805732141344,,
24TJ,3,4,36.125,4.875,36.625,4.125,66852,91322,3,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,87.22218994736602,-50.27596471676045,-33.22363927938727,27.606348403412724,,
24TJ,3,4,36.625,5.875,36.125,6.625,67586,93164,4,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,87.22218994736602,129.27922617965285,33.511282574848956,-27.408382980690188,,
24TJ,3,4,36.625,5.625,36.875,4.375,67402,91505,5,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,115.02270617303242,-75.66944907543935,-59.79861263928832,15.276436995507051,,
24TJ,3,4,35.625,6.625,36.375,6.875,68142,93347,6,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,86.21785433839986,15.082239591948525,11.076160234316088,41.100725814194476,,
24TJ,3,4,35.625,8.375,34.625,8.375,69430,94458,7,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,110.94287502151619,180,-1.0862368206456263e-14,-59.13197837405892,,
24TJ,3,4,36.125,5.625,35.125,5.625,67404,92432,8,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,110.95207374287139,180,-1.0879797574489401e-14,-59.226859434433614,,
24TJ,3,4,37.125,6.375,36.375,6.375,67952,92979,9,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,83.22972564891548,180,-7.50710744907018e-15,-40.86678953364034,,
24TJ,3,4,36.125,5.375,35.875,4.625,67220,91693,10,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,73.09097679719606,-112.08335957448111,-31.242321223682485,-12.675622541818667,,
24TJ,4,5,36.375,5.375,34.875,4.625,92243,116721,1,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,179.76003722645703,-157.57379945723983,-17.203586820549855,-41.684915594888054,,
24TJ,4,5,36.875,6.875,34.875,6.375,93345,118009,2,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,226.45931638931452,-168.3518353535746,-11.819736091394251,-57.3365215356502,,
24TJ,4,5,36.625,4.125,35.875,3.375,91322,115797,3,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,107.09697748652981,-140.77090088698984,-15.344340975353875,-18.794524162092703,,
24TJ,4,5,36.125,6.625,34.875,5.875,93164,117641,4,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,154.47995897477534,-153.64652727180314,-16.790116303459882,-33.892548345868455,,
24TJ,4,5,36.875,4.375,33.875,3.875,91505,116173,5,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,335.9276019677887,-172.0811649964833,-12.390018142117984,-89.07495276170002,,
24TJ,4,5,36.375,6.875,35.375,4.875,93347,116903,6,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,211.9637766608904,-120.97502762075118,-46.43871601978463,-27.875655104462908,,
24TJ,4,5,34.625,8.375,34.625,7.375,94458,118746,7,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,91.70230801325106,-89.71589366817093,-19.62894961693317,0.09733272899285532,,
24TJ,4,5,35.125,5.625,34.625,4.375,92432,116538,8,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,127.03214048788998,-115.53194648832732,-26.874640937043786,-12.836944668963238,,
24TJ,4,5,36.375,6.375,34.875,5.875,92979,117641,9,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,172.48070511823954,-164.62925623922453,-11.404685921822999,-41.487182907234235,,
24TJ,4,5,35.875,4.625,34.125,4.125,91693,116356,10,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,199.4383854642192,-166.6259454184154,-11.732032841461397,-49.34502667047488,,
24TJ,5,6,34.875,4.625,34.125,4.125,116721,141380,1,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,95.02933234210266,-150.96234659616783,-14.062300105817165,-25.329789123193688,,
24TJ,5,6,34.875,6.375,35.625,4.875,118009,141926,2,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,159.87150487323098,-58.20543317878697,-46.59594370445412,28.88459230562263,,
24TJ,5,6,35.875,3.375,35.625,5.125,115797,142110,3,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,160.6927403593943,99.4279565279433,54.446381054210136,-9.040836437477754,,
24TJ,5,6,34.875,5.875,35.375,5.125,117641,142111,4,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,88.03593570519851,-50.72751781104394,-20.209557773342624,16.525129140691334,,
24TJ,5,6,33.875,3.875,35.125,4.375,116173,141560,5,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,146.06928431647,18.181601273698295,15.402834597148049,46.89873909869744,,
24TJ,5,6,35.375,4.875,36.375,4.125,116903,141371,6,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,129.99356487662288,-31.181313357421214,-22.277839663250283,36.81217563647143,,
24TJ,5,6,34.625,7.375,34.875,5.875,118746,142665,7,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,140.11804396829316,-78.15713572855684,-45.838898406742786,9.612040204240609,,
24TJ,5,6,34.625,4.375,36.125,4.375,116538,141556,8,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,166.42121874058682,0,3.528899320314968e-15,57.631299453392195,,
24TJ,5,6,34.875,5.875,34.875,5.625,117641,142481,9,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,22.856688393740793,-89.92852642830299,0,0,,
24TJ,5,6,34.125,4.125,35.125,4.125,116356,141376,10,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,110.93373502317387,0,2.162270232557183e-15,35.31255271418077,,
24TJ,6,7,34.125,4.125,33.375,4.375,141380,166591,1,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,86.35304302808179,164.3706769697339,11.422872840653744,-40.83144304477359,,
24TJ,6,7,35.625,4.875,35.875,4.375,141926,166581,2,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,53.05280388603055,-58.330662085918675,-17.26868289546844,10.652593645300083,,
24TJ,6,7,35.625,5.125,34.875,5.625,142110,167505,3,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,94.83842791644506,151.18225707477913,23.278285136358353,-42.31200080973204,,
24TJ,6,7,35.375,5.125,36.125,4.125,142111,166396,4,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,122.90333482600758,-47.093301861487845,-48.98759298087597,45.53275387189491,,
24TJ,6,7,35.125,4.375,34.625,4.875,141560,166954,5,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,71.87839033995598,140.36407106771944,20.936832486192927,-25.27599452829955,,
24TJ,6,7,36.375,4.125,35.625,4.375,141371,166582,6,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,86.21785433839986,164.77081078508735,11.219034655360227,-41.209920065108584,,
24TJ,6,7,34.875,5.875,35.125,4.875,142665,166952,7,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,95.4078918351993,-72.81380976944496,-46.18000525656088,14.282903344917466,,
24TJ,6,7,36.125,4.375,36.625,3.875,141556,166210,8,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,71.35412483597939,-38.81343729513198,-20.466376583483772,25.442817411409642,,
24TJ,6,7,34.875,5.625,34.375,7.375,142481,168795,9,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,169.79181972198566,108.56812707942126,92.8097183206846,-31.176455536404884,,
24TJ,6,7,35.125,4.125,35.875,4.625,141376,166765,10,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,94.77429861360197,28.452946231992524,22.94243248041865,42.337582894742155,,
24TJ,7,8,33.375,4.375,34.125,4.375,166591,191612,1,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,83.18841358929164,0,2.459463053640065e-15,40.166079809336686,,
24TJ,7,8,35.875,4.375,34.875,5.125,166581,192161,2,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,130.20659784045282,148.2208264356582,37.8951326301391,-61.16822642457012,,
24TJ,7,8,34.875,5.625,34.875,4.625,167505,191793,3,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,91.42639788867484,-89.71410111302681,-45.66244471123966,0.22785186939985477,,
24TJ,7,8,36.125,4.125,35.375,4.375,166396,191607,4,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,86.23307659349491,164.72516154818678,11.242512248357958,-41.16672421404531,,
24TJ,7,8,34.625,4.875,35.125,6.875,166954,193448,5,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,191.07751460259468,72.5545147118435,106.87400421765965,33.58548212691847,,
24TJ,7,8,35.625,4.375,35.125,5.125,166582,192160,6,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,87.87476729789032,128.92686469749606,33.87268997588887,-27.358047953219025,,
24TJ,7,8,35.125,4.875,35.375,6.125,166952,192895,7,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,117.09349243308358,75.93786473622639,60.9376575321723,15.263676337666986,,
24TJ,7,8,36.625,3.875,35.875,4.375,166210,191605,8,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,94.58048827717018,151.48341683898613,23.060742523719608,-42.44330465499209,,
24TJ,7,8,34.375,7.375,35.125,6.625,168795,193264,9,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,107.88172292169831,-39.32260693069099,-35.94541438764661,43.88137810710851,,
24TJ,7,8,35.875,4.625,35.125,5.125,166765,192160,10,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,94.77429861360197,151.25669482601376,23.22451135739231,-42.34442662969824,,
24TJ,8,9,34.125,4.375,34.625,4.875,191612,217002,1,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,72.05011452221328,39.522910556240156,20.844245619625436,25.265501382987207,,
24TJ,8,9,34.875,5.125,35.625,5.375,192161,217366,2,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,86.26337683553436,15.220958509210847,11.148549987312771,40.97423707873913,,
24TJ,8,9,34.875,4.625,35.625,4.625,191793,216814,3,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,83.20887380489793,0,2.4761478950369883e-15,40.43856394775994,,
24TJ,8,9,35.375,4.375,34.625,4.875,191607,217002,4,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,94.90231285802004,151.1083867441367,23.331651942817302,-42.2798407148714,,
24TJ,8,9,35.125,6.875,35.375,6.125,193448,217919,5,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,73.67707573555056,-67.66953091380101,-31.37609860688229,12.887772060803158,,
24TJ,8,9,35.125,5.125,36.375,5.625,192160,217547,6,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,145.87911156624799,17.913985916849324,25.331993083895345,78.36395307106221,,
24TJ,8,9,35.375,6.125,34.625,6.875,192895,218474,7,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,107.75234315432621,140.33482783171013,36.269092983175724,-43.74040567353422,,
24TJ,8,9,35.875,4.375,35.375,4.625,191605,216815,8,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,59.920574748115044,157.72018711250124,9.485945064582303,-23.15235575454013,,
24TJ,8,9,35.125,6.625,35.125,5.875,193264,217736,9,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,68.36168337613996,-89.7842371113191,-30.348965115007022,0.11428784791590285,,
24TJ,8,9,35.125,5.125,35.375,6.125,192160,217919,10,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,95.14176296839727,72.76260744478388,46.0413969964328,14.285126727040371,,
24TJ,9,10,34.625,4.875,34.625,4.125,217002,241474,1,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,68.77685431613588,-89.78692186087045,-30.534123840655266,0.11355433746533886,,
24TJ,9,10,35.625,5.375,35.625,4.125,217366,241470,2,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,113.2350045004153,-89.63594185627322,-60.32199192480931,0.38329189585950474,,
24TJ,9,10,35.625,4.625,36.125,4.875,216814,242020,3,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,59.8960238832055,22.070287982882157,9.376761910089474,23.126577177305688,,
24TJ,9,10,34.625,4.875,34.625,4.875,217002,242026,4,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,0,180,-0,0,,
24TJ,9,10,35.375,6.125,35.625,5.125,217919,242206,5,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,94.87404571536239,-72.71082474200142,-45.90194451628286,14.287350787484684,,
24TJ,9,10,36.375,5.625,36.875,6.125,217547,242937,6,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,71.26547628781614,38.721358925021534,20.41766107755109,25.46594604233948,,
24TJ,9,10,34.625,6.875,35.125,5.625,218474,242576,7,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,127.03214048788998,-63.75329256948936,-62.24593374876428,30.691850699334825,,
24TJ,9,10,35.375,4.625,35.375,5.625,216815,242575,8,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,90.86935027937439,89.71053236747967,45.382963955308085,0.2292840941508761,,
24TJ,9,10,35.125,5.875,35.125,5.625,217736,242576,9,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,22.787275665400987,-89.9280796505175,0,0,,
24TJ,9,10,35.375,6.125,35.125,5.625,217919,242576,10,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,53.29144618825348,-121.21884799716013,-17.448732522515726,-10.575174802270796,,
24TJ,10,11,34.625,4.125,34.625,5.125,241474,267234,1,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,91.70230801325106,89.71589366817093,45.80088243951073,0.22710970098332942,,
24TJ,10,11,35.625,4.125,35.625,5.125,241470,267230,2,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,90.58822304210027,89.70875624501697,45.24192625150064,0.2299740414366406,,
24TJ,10,11,36.125,4.875,35.625,4.625,242020,266862,3,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,59.8960238832055,-157.78320575170358,-9.471741918067869,-23.19036213290368,,
24TJ,10,11,34.625,4.875,33.375,4.875,242026,267055,4,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,138.6530036147507,180,-1.423632014950757e-14,-77.49891729010874,,
24TJ,10,11,35.625,5.125,34.875,5.375,242206,267417,5,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,86.26337683553436,164.6347519402709,11.2888410422007,-41.081187387251454,,
24TJ,10,11,36.875,6.125,35.625,5.125,242937,267230,6,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,165.27597517126318,-146.76058579948722,-52.37642602336061,-79.91952435442637,,
24TJ,10,11,35.125,5.625,35.875,4.875,242576,267045,7,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,107.4918667800603,-39.0574791911916,-35.66196983966291,43.948643205610026,,
24TJ,10,11,35.375,5.625,34.875,5.125,242575,267233,8,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,71.79194697529049,-140.44983936244833,-20.89125056240216,-25.29795669323552,,
24TJ,10,11,35.125,5.625,35.125,4.875,242576,267048,9,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,68.36168337613996,-89.7842371113191,-30.34896511500707,0.11428784791590303,,
24TJ,10,11,35.125,5.625,34.875,4.625,242576,266865,10,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,95.4078918351993,-106.61260261077611,-46.36517008214904,-13.833162933284948,,
24TJ,11,12,34.625,5.125,34.875,-2.125,267234,286921,1,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,664.2797601328368,-85.54278758319445,-51.097893833634856,3.9830982532559998,,
24TJ,11,12,35.625,5.125,31.625,4.125,267230,291534,2,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,453.2533654617312,-167.907671715366,-7.243129253651794,-33.80826490753295,,
24TJ,11,12,35.625,4.625,26.875,-2.375,266862,286769,3,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,1176.3603451763236,-143.6179902526237,-54.88504804551491,-74.49322700569387,,
24TJ,11,12,33.375,4.875,27.875,0.375,267055,288789,4,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,746.7379805872359,-143.5457584426707,-34.478226289232275,-46.67255758676042,,
24TJ,11,12,34.875,5.375,27.625,0.375,267417,288790,5,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,933.9786507121944,-148.02089748889753,-38.71269491962195,-62.00357293999356,,
24TJ,11,12,35.625,5.125,30.125,3.125,267230,290804,6,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,637.9867675393191,-162.39005082596285,-14.945345021299046,-47.08532720000466,,
24TJ,11,12,35.875,4.875,28.875,0.875,267045,289153,7,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,862.4773865643119,-153.0340427177978,-30.561526576062317,-60.06857744805766,,
24TJ,11,12,34.875,5.125,35.125,-1.125,267233,287656,8,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,571.1306388473462,-85.42611392699709,-43.67452216766952,3.4939347800429217,,
24TJ,11,12,35.125,4.875,29.625,3.125,267048,290806,9,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,631.7216119911934,-164.413985522248,-13.137166656543483,-47.096424202109056,,
24TJ,11,12,34.875,4.625,29.125,1.125,266865,289336,10,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,718.1269695543868,-151.63841595899166,-26.501613261563612,-49.092353616436796,,
24TJ,12,13,34.875,-2.125,25.375,2.625,286921,315479,1,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,1147.871016160909,155.27602257511018,39.34762405892271,-85.4536537341344,,
24TJ,12,13,31.625,4.125,25.375,2.375,291534,315295,2,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,713.5120580441261,-165.6811385551064,-14.27777397321631,-55.936997109436824,,
24TJ,12,13,26.875,-2.375,19.375,-0.875,286769,312927,3,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,844.6610785708614,169.21707674064416,12.847464401047645,-67.45799300991207,,
24TJ,12,13,27.875,0.375,23.125,-0.375,288789,313280,4,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,531.5786095890443,-171.68132676445603,-6.142867038776345,-42.011965022605914,,
24TJ,12,13,27.625,0.375,25.125,0.875,288790,314192,5,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,281.44222106460666,169.6757577132642,3.8542774479992037,-21.157828192082125,,
24TJ,12,13,30.125,3.125,23.625,0.875,290804,314198,6,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,754.0534290023219,-162.23448154289457,-18.641671624358032,-58.18228680272838,,
24TJ,12,13,28.875,0.875,21.125,-1.875,289153,312184,7,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,902.1593969820775,-161.48198931179687,-23.33751596667942,-69.67568802782318,,
24TJ,12,13,35.125,-1.125,24.625,1.125,287656,314378,8,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,1183.9557747511344,168.84358943112073,18.800384632609486,-95.32945993927275,,
24TJ,12,13,29.625,3.125,29.625,0.375,290806,313806,9,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,266.32293359888246,-89.32020922366195,-20.157995780356117,0.239177523147228,,
24TJ,12,13,29.125,1.125,26.375,0.625,289336,314003,10,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,308.7024396131855,-170.69430377584686,-3.8505772509164684,-23.49942425196226,,
24TJ,13,14,25.375,2.625,18.375,-0.375,315479,338323,1,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,834.7133496986228,-157.62098492909251,-24.77347476930249,-60.167493547547345,,
24TJ,13,14,25.375,2.375,17.625,0.375,315295,338878,2,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,882.7331193515597,-166.04416676528396,-16.632256487386396,-66.92808203302675,,
24TJ,13,14,19.375,-0.875,15.375,-0.875,312927,337967,3,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,442.6949528129044,180,-6.157877474901529e-15,-33.521923650089064,,
24TJ,13,14,23.125,-0.375,17.625,0.125,313280,338694,4,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,611.1339624142433,175.01124886116824,4.096729336394811,-46.93195293621049,,
24TJ,13,14,25.125,0.875,21.625,-0.625,314192,338126,5,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,416.84314753866914,-158.11288391014014,-11.734264488851501,-29.208877128061133,,
24TJ,13,14,23.625,0.875,16.875,2.875,314198,340721,6,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,775.9017439286439,164.020704483121,16.613313101566774,-58.01662501921244,,
24TJ,13,14,21.125,-1.875,18.625,0.625,312184,339058,7,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,380.95901754748934,136.1563431280603,19.73073246025156,-20.543660425785205,,
