tag_id,stap_s,stap_t,lat_s,lon_s,lat_t,lon_t,s,t,j,start,end,n,distance,bearing,gs_u,gs_v,ws_u,ws_v
16IQ,1,2,46.5427,8.68364,46.125,10.125,19522,45652,1,2016-09-12T17:45:00Z,2016-09-12T21:15:00Z,1,120.29791026263082,112.18064693305219,28.14174046705234,-13.224996772872482,,
16IQ,2,3,46.125,10.125,45.625,7.375,45652,68654,1,2016-09-13T17:45:00Z,2016-09-13T22:15:00Z,1,220.60470815147963,-103.60036342508585,-43.41009025616927,-10.502297560337585,,
16IQ,3,4,45.625,7.375,45.375,6.625,68654,93127,1,2016-09-14T03:15:00Z,2016-09-14T04:15:00Z,1,64.86998149322342,-115.0933022396577,-41.05699153199889,-19.2266478881533,,
16IQ,4,5,45.375,6.625,44.375,5.375,93127,117235,1,2016-09-14T18:15:00Z,2016-09-14T21:15:00Z,1,148.67608590462726,-137.92657828343005,-28.849156669957868,-31.957783459472115,,
16IQ,5,6,44.375,5.375,44.875,4.625,117235,141705,1,2016-09-15T01:15:00Z,2016-09-15T02:45:00Z,1,81.42253258066424,-46.706544029690434,-29.854030037304085,28.12657767042945,,
16IQ,6,7,44.875,4.625,43.625,4.875,141705,166918,1,2016-09-15T18:45:00Z,2016-09-15T21:45:00Z,1,140.3240468857582,171.73204922401564,5.7927621284459665,-39.86403213109182,,
16IQ,7,8,43.625,4.875,43.375,5.625,166918,192495,1,2016-09-16T07:15:00Z,2016-09-16T08:15:00Z,1,66.7141061399551,114.34500870217865,42.36875044991437,-19.17030664950675,,
16IQ,8,9,43.375,5.625,36.875,6.125,192495,217913,1,2016-09-17T17:45:00Z,2016-09-18T07:45:00Z,1,722.9951168491245,176.45744751695463,3.109767422739406,-50.23198502117374,,
16IQ,9,10,36.875,6.125,36.875,4.625,217913,241833,1,2016-09-18T18:45:00Z,2016-09-18T21:15:00Z,1,133.73437668961867,-89.54993004950015,-44.52285829560828,0.34974326138655915,,
16IQ,10,11,36.875,4.625,36.625,2.875,241833,265570,1,2016-09-19T20:15:00Z,2016-09-19T23:15:00Z,1,158.7198919244055,-99.54215828929135,-44.80079356844996,-7.5309734526522645,,
16IQ,11,12,36.625,2.875,35.875,2.625,265570,290413,1,2016-09-22T01:15:00Z,2016-09-22T02:45:00Z,1,86.20258549719995,-164.81675549485388,-11.195347209686092,-41.25340035163933,,
16IQ,12,13,35.875,2.625,35.375,3.875,290413,316359,1,2016-09-23T19:15:00Z,2016-09-23T21:15:00Z,1,126.09341617524282,115.73594869264834,46.62039185515143,-22.47291599432907,,
16IQ,13,14,35.375,3.875,34.625,3.875,316359,341386,1,2016-09-24T02:45:00Z,2016-09-24T04:15:00Z,1,83.20543505696807,180,-7.445556102516956e-15,-40.53171960928295,,
16IQ,14,15,34.625,3.875,29.375,1.125,341386,364407,1,2016-10-02T18:15:00Z,2016-10-03T05:15:00Z,1,637.4373218073317,-155.20465684896078,-23.504661045511206,-50.87960731826077,,
16IQ,15,16,29.375,1.125,35.375,0.875,364407,389223,1,2016-10-03T17:15:00Z,2016-10-04T05:15:00Z,1,665.77797906836,-1.958966284493116,-1.8347492862296084,53.641773049197084,,
16IQ,16,17,35.375,0.875,30.375,-0.125,389223,413531,1,2016-10-04T17:45:00Z,2016-10-05T05:45:00Z,1,562.3431278590605,-170.14567119258777,-7.72559794728796,-44.4749668015355,,
16IQ,17,18,30.375,-0.125,25.625,0.875,413531,439310,1,2016-10-05T17:45:00Z,2016-10-06T04:15:00Z,1,535.4955785660263,169.1776717106561,9.188025810962898,-48.06354889289096,,
16IQ,18,19,25.625,0.875,21.375,-0.125,439310,463615,1,2016-10-06T18:45:00Z,2016-10-07T03:15:00Z,1,481.64054122405213,-167.5540715586194,-11.635345549725413,-52.71905124438159,,
16IQ,19,20,21.375,-0.125,20.625,-0.375,463615,488458,1,2016-10-07T20:45:00Z,2016-10-07T22:15:00Z,1,87.01076986187068,-162.57382616335056,-12.283145329699643,-39.132908667890504,,
16IQ,20,21,20.625,-0.375,19.375,-0.875,488458,513119,1,2016-10-08T23:15:00Z,2016-10-09T01:45:00Z,1,147.9416628092564,-159.20169919765334,-17.414179763133895,-45.84724759060133,,
16IT,1,2,46.54849,8.68682,45.875,8.125,19522,44181,1,2016-07-26T17:15:00Z,2016-07-26T19:15:00Z,1,86.50902582316567,-149.72088460843005,-15.388447247771925,-32.99888293196195,,
16IT,2,3,45.875,8.125,45.375,10.125,44181,70679,1,2016-09-19T20:15:00Z,2016-09-20T00:15:00Z,1,165.56854814352658,108.89424326128336,34.52636472628894,-11.817141288378226,,
16IT,3,4,45.375,10.125,44.125,10.625,70679,96076,1,2016-09-21T18:45:00Z,2016-09-21T22:45:00Z,1,144.44056049336598,163.9139407781066,8.666020560324212,-30.051573834796624,,
16IT,4,5,44.125,10.625,44.625,8.875,96076,119810,1,2016-09-24T18:15:00Z,2016-09-24T21:15:00Z,1,150.12861677821192,-67.6696217106502,-40.076429868537645,16.46136987134151,,
16IT,5,6,44.625,8.875,44.625,6.125,119810,142810,1,2016-09-27T19:15:00Z,2016-09-27T21:45:00Z,1,218.22814862721796,-89.03401820738299,-79.21284032315728,1.3356204057790122,,
16JB,1,2,46.54841,8.72989,46.625,9.375,19522,45098,1,2016-09-07T04:15:00Z,2016-09-07T05:15:00Z,1,50.169097403846706,79.99514219998642,38.22473028978749,0.18185223770407694,,
16JB,2,3,46.625,9.375,46.375,6.625,45098,68099,1,2016-09-19T17:15:00Z,2016-09-20T02:15:00Z,1,212.90723268314048,-96.50076715291755,-21.35411126172843,-2.433283285923317,,
16JB,3,4,46.375,6.625,44.875,5.875,68099,92577,1,2016-09-24T17:15:00Z,2016-09-24T20:45:00Z,1,176.67573076106325,-160.3988653630185,-15.114390697660482,-42.443480570684,,
16JB,4,5,44.875,5.875,44.625,4.875,92577,116866,1,2016-09-25T12:45:00Z,2016-09-25T14:15:00Z,1,83.92018137238216,-108.97982993309384,-40.40402490580661,-13.896313426425877,,
16JL,1,2,46.54263,8.68315,46.125,10.125,19522,45652,1,2016-09-17T17:45:00Z,2016-09-17T20:15:00Z,1,120.32977749503533,112.17010532788373,39.398436653873276,-18.514995482021472,,
16JL,2,3,46.125,10.125,41.875,9.125,45652,69957,1,2016-09-18T17:45:00Z,2016-09-19T03:45:00Z,1,478.9782734650675,-170.01058248453438,-7.98875327420787,-45.35545570969196,,
16JL,3,4,41.875,9.125,36.625,8.875,69957,94818,1,2016-09-19T17:45:00Z,2016-09-20T02:45:00Z,1,583.2557196409084,-177.79970713064932,-2.406388764212823,-62.631724270518376,,
16JL,4,5,36.625,8.875,35.875,9.625,94818,120397,1,2016-09-20T19:15:00Z,2016-09-20T21:15:00Z,1,107.09697748652981,140.77090088698984,26.852596706869253,-32.89041728366228,,
16JL,5,6,35.875,9.625,33.375,7.625,120397,143959,1,2016-10-02T17:15:00Z,2016-10-03T00:45:00Z,1,332.4723349702388,-145.94964503946983,-23.189513429535786,-34.31477624548454,,
16JL,6,7,33.375,7.625,32.875,4.625,143959,166777,1,2016-10-03T17:15:00Z,2016-10-03T23:15:00Z,1,285.39136543747327,-100.38137330987877,-42.9381518812074,-7.866197147096827,,
16JL,7,8,32.875,4.625,36.875,6.375,166777,193073,1,2016-10-04T17:45:00Z,2016-10-05T04:45:00Z,1,471.6886630314615,19.331334726682737,13.53284307922612,38.57608897776975,,
16JL,8,9,36.875,6.375,36.625,10.875,193073,221410,1,2016-10-05T19:45:00Z,2016-10-06T05:15:00Z,1,402.7788389217806,92.60055386853956,39.96318772920938,-1.8151048499267566,,
16JL,9,10,36.625,10.875,36.125,10.125,221410,245884,1,2016-10-06T19:15:00Z,2016-10-06T20:45:00Z,1,87.22218994736602,-129.27922617965285,-33.51128257484896,-27.408382980690178,,
16JL,10,11,36.125,10.125,32.875,5.375,245884,267425,1,2016-10-15T17:15:00Z,2016-10-16T05:45:00Z,1,565.79761902778,-128.20566727524482,-34.18288215218308,-26.904751080500876,,
16JL,11,12,32.875,5.375,30.875,4.125,267425,291537,1,2016-10-16T16:45:00Z,2016-10-16T22:15:00Z,1,251.3319027387437,-151.59540164437297,-19.778056029192214,-36.57173371431051,,
16JL,12,13,30.875,4.125,27.875,3.875,291537,316389,1,2016-10-16T23:15:00Z,2016-10-17T06:15:00Z,1,333.41054937527116,-175.76354285760453,-3.281547836907254,-44.30024148795348,,
16JL,13,14,27.875,3.875,22.625,6.375,316389,343274,1,2016-10-17T16:45:00Z,2016-10-18T05:15:00Z,1,633.7143956183719,156.03986518750133,19.87188238979516,-44.71668582658804,,
16JL,14,15,22.625,6.375,21.625,4.375,343274,366830,1,2016-10-18T18:15:00Z,2016-10-18T22:45:00Z,1,234.17237961114563,-117.8404132580444,-41.00496586414319,-21.656442297808063,,
16JL,15,16,21.625,4.375,17.875,7.125,366830,393893,1,2016-10-28T17:45:00Z,2016-10-29T05:45:00Z,1,505.3392130863863,144.75232597856711,23.147523659706977,-32.755809664383406,,
16JL,16,17,17.875,7.125,15.875,4.875,393893,417269,1,2016-10-29T18:15:00Z,2016-10-30T02:15:00Z,1,326.28561722573795,-132.38109425717994,-27.75902276317458,-25.330679241649214,,
20TJ,1,2,46.550143,8.703374,44.125,7.875,19522,44004,1,2018-09-10T17:45:00Z,2018-09-11T00:45:00Z,1,277.2324080702411,-166.15946914197477,-8.013435458914723,-37.042355796516446,,
20TJ,2,3,44.125,7.875,43.375,5.125,44004,67007,1,2018-09-12T18:45:00Z,2018-09-13T00:15:00Z,1,236.63291261500783,-109.6628557415352,-37.04776200714537,-13.23792877006288,,
20TJ,3,4,43.375,5.125,38.875,8.625,67007,94625,1,2018-09-13T18:15:00Z,2018-09-14T04:15:00Z,1,579.6401607457842,148.3731617057614,29.376949494944697,-47.701469316384504,,
20TJ,4,5,38.875,8.625,36.375,8.375,94625,119475,1,2018-09-14T18:15:00Z,2018-09-14T23:15:00Z,1,278.3494976222603,-175.37574422136373,-4.152036367665264,-51.33310325708321,,
20TJ,5,6,36.375,8.375,32.125,5.625,119475,142492,1,2018-10-06T17:45:00Z,2018-10-07T04:45:00Z,1,535.1151531480882,-150.96579066293833,-22.680476375503744,-40.85910998632636,,
20TJ,6,7,32.125,5.625,26.375,5.375,142492,167355,1,2018-10-07T17:15:00Z,2018-10-08T05:15:00Z,1,637.7946336214127,-177.7543672039277,-2.0146201763322864,-51.37532824867175,,
20TJ,7,8,26.375,5.375,20.625,2.125,167355,190010,1,2018-10-08T17:15:00Z,2018-10-09T04:45:00Z,1,718.0455833932191,-151.80320506122794,-28.593660910756917,-53.33411584549739,,
20TJ,8,9,20.625,2.125,17.375,-2.875,190010,211367,1,2018-10-09T17:45:00Z,2018-10-10T05:15:00Z,1,637.5430150417158,-123.51098601943741,-44.407485959557086,-29.404920374954983,,
20TJ,9,10,17.375,-2.875,17.625,-0.875,211367,237862,1,2018-10-10T19:15:00Z,2018-10-10T23:15:00Z,1,214.19226848752078,82.27803203679899,46.47203896595046,6.3014108461890705,,
20TJ,10,11,17.625,-0.875,18.125,-0.125,237862,263436,1,2018-10-11T02:15:00Z,2018-10-11T03:45:00Z,1,96.85135739280301,55.03857846376582,38.513124667041545,26.92855264321013,,
20TJ,11,12,18.125,-0.125,16.125,0.875,263436,289204,1,2018-10-11T20:45:00Z,2018-10-12T02:15:00Z,1,245.59046760468257,154.17405836937698,17.44916264811157,-36.0536585789134,,
20TZ,1,2,46.553141,8.690984,44.125,6.375,19522,42900,1,2018-09-14T17:45:00Z,2018-09-15T03:15:00Z,1,325.1987218609994,-145.24284675069157,-17.871094706566314,-27.316121659847937,,
24DK,1,2,44.95344,6.96995,43.875,7.625,18241,43821,1,2019-09-05T17:45:00Z,2019-09-05T21:45:00Z,1,130.69973750649322,156.24382366445244,12.730638392378097,-23.40792028668382,,
24DK,2,3,43.875,7.625,43.875,6.875,43821,68293,1,2019-09-06T02:45:00Z,2019-09-06T03:45:00Z,1,60.280587683493835,-89.74009030382811,-40.121816673992576,0.18200504120387878,,
24DK,3,4,43.875,6.875,39.875,9.625,68293,95357,1,2019-09-06T18:15:00Z,2019-09-07T01:45:00Z,1,499.42485472972464,151.87712539836414,30.173155505489387,-56.45504079164619,,
24DK,4,5,39.875,9.625,36.875,7.375,95357,118737,1,2019-09-07T18:15:00Z,2019-09-08T00:45:00Z,1,386.6850749794229,-148.73731808187918,-29.22276213744917,-48.13359619883868,,
24DK,5,6,36.875,7.375,35.125,6.625,118737,143216,1,2019-09-09T19:45:00Z,2019-09-10T00:15:00Z,1,205.6139791399093,-160.57790570676372,-13.59078180357656,-38.54566751777508,,
24EA,1,2,44.95177,6.96333,43.375,4.625,18241,41615,1,2019-09-15T17:45:00Z,2019-09-16T00:45:00Z,1,256.25537951558414,-132.30999726242368,-23.954959915270017,-21.56691396138398,,
24EA,2,3,43.375,4.625,39.875,4.125,41615,66285,1,2019-09-16T17:45:00Z,2019-09-16T23:45:00Z,1,390.9556247389298,-173.71478703033378,-6.780363836117547,-61.56142818490041,,
24EA,3,4,39.875,4.125,36.875,6.625,66285,93161,1,2019-09-17T03:45:00Z,2019-09-17T08:45:00Z,1,398.2284910811209,145.9512998188019,42.27326309474078,-62.55792642747358,,
24EA,4,5,36.875,6.625,35.875,5.625,93161,117453,1,2019-09-17T21:15:00Z,2019-09-17T23:45:00Z,1,142.70665288489414,-140.74095061982302,-30.540992470887357,-37.36826040001351,,
24EA,5,6,35.875,5.625,35.625,4.125,117453,141374,1,2019-09-19T20:15:00Z,2019-09-19T22:45:00Z,1,138.47615131933267,-101.11628141105129,-45.44778319566297,-8.929913051705627,,
24EA,6,7,35.625,4.125,32.875,3.375,141374,165857,1,2019-10-16T17:15:00Z,2019-10-17T00:45:00Z,1,312.77075239320067,-167.02694659774255,-8.715885233242659,-37.833817889881914,,
24EA,7,8,32.875,3.375,27.875,1.875,165857,189797,1,2019-10-18T17:15:00Z,2019-10-19T05:45:00Z,1,572.7172952900279,-165.03469900744017,-11.39413620982152,-42.62673954977223,,
24EA,8,9,27.875,1.875,22.625,1.125,189797,214290,1,2019-10-19T17:15:00Z,2019-10-20T06:15:00Z,1,586.4619388977138,-172.43485749236496,-5.718605635971007,-43.058764758237714,,
24EA,9,10,22.625,1.125,17.625,1.875,214290,239886,1,2019-10-20T17:45:00Z,2019-10-21T06:15:00Z,1,559.0548808155431,171.80437198371192,6.117224839778924,-42.473557052985946,,
24EA,10,11,17.625,1.875,16.875,-0.875,239886,262889,1,2019-10-21T17:45:00Z,2019-10-22T01:15:00Z,1,303.99133954976804,-105.4345748848834,-35.66789263345027,-9.847734953311845,,
24EA,11,12,16.875,-0.875,14.625,-0.625,262889,288106,1,2019-10-22T18:15:00Z,2019-10-22T23:45:00Z,1,250.41368674032572,173.82387406070856,4.406394220033423,-40.71956869813351,,
24EA,12,13,14.625,-0.625,12.875,-0.625,288106,313137,1,2019-10-26T18:45:00Z,2019-10-26T22:45:00Z,1,193.61494326264165,180,-7.709801864256326e-15,-41.97020653696065,,
24EP,1,2,44.95177,6.96333,36.875,6.625,18241,43113,1,2019-09-11T18:15:00Z,2019-09-12T02:15:00Z,1,897.3959113701782,-178.06736263996177,-2.7398965653152216,-108.85071362221026,,
24EP,2,3,36.875,6.625,36.125,6.375,43113,67956,1,2019-09-12T23:45:00Z,2019-09-13T01:15:00Z,1,86.1872712026327,-164.8629950577671,-11.171449117081824,-41.2971646735593,,
24EP,3,4,36.125,6.375,36.625,5.625,67956,92426,1,2019-09-13T02:45:00Z,2019-09-13T04:15:00Z,1,87.22218994736602,-50.27596471676045,-33.2236392793873,27.60634840341275,,
24EP,4,5,36.625,5.625,35.625,8.125,92426,119294,1,2019-09-14T18:45:00Z,2019-09-15T01:15:00Z,1,250.90857869236496,115.50445206306279,31.727785151603282,-15.136403566200137,,
24EP,5,6,35.625,8.125,34.625,8.625,119294,144690,1,2019-09-15T20:15:00Z,2019-09-15T22:45:00Z,1,119.9384294552755,157.52325746133383,14.932388400384996,-36.09140464529993,,
24EP,6,7,34.625,8.625,28.875,8.375,144690,169553,1,2019-10-02T17:15:00Z,2019-10-03T04:45:00Z,1,638.0155550837272,-177.80559672646527,-2.0564255091635846,-53.666929775093884,,
24EP,7,8,28.875,8.375,23.625,9.625,169553,195518,1,2019-10-03T17:15:00Z,2019-10-04T05:15:00Z,1,594.8985155457043,167.60142516822316,10.25634812263793,-46.65407969679932,,
24EP,8,9,23.625,9.625,19.625,7.875,195518,219270,1,2019-10-04T17:15:00Z,2019-10-05T04:45:00Z,1,478.50676604643166,-157.42351286337282,-15.195676260787751,-36.54753454077344,,
24EP,9,10,19.625,7.875,17.125,8.625,219270,244856,1,2019-10-05T17:15:00Z,2019-10-05T23:15:00Z,1,287.83724323519453,163.89695311043332,12.16444097288479,-42.13628428449471,,
24EP,10,11,17.125,8.625,16.375,10.875,244856,271539,1,2019-10-08T19:15:00Z,2019-10-09T01:45:00Z,1,253.85709469739004,108.75714652527643,33.12053362778257,-11.247513555777807,,
24EP,11,12,16.375,10.875,15.875,11.625,271539,297117,1,2019-10-09T23:15:00Z,2019-10-10T00:45:00Z,1,97.45517688965926,124.48860139155585,38.9725496141268,-26.773677169853375,,
24IS,1,2,46.554927,8.692212,46.125,8.125,19522,44180,1,2019-08-25T02:15:00Z,2019-08-25T03:15:00Z,1,64.73588183951162,-137.37481957527734,-27.733276320664544,-39.798782876554185,,
24IS,2,3,46.125,8.125,44.125,6.375,44180,67924,1,2019-09-15T17:15:00Z,2019-09-16T01:45:00Z,1,261.44020920197204,-147.60089343897783,-15.276677145853872,-24.07302104272638,,
24IS,3,4,44.125,6.375,36.625,8.125,67924,94266,1,2019-09-16T17:45:00Z,2019-09-17T11:15:00Z,1,845.9130256723173,169.3061957055826,8.779102974261745,-46.48964455297228,,
24IS,4,5,36.625,8.125,35.875,6.125,94266,117821,1,2019-09-17T17:45:00Z,2019-09-17T22:15:00Z,1,198.0809691108524,-114.2492105115297,-35.592817268055384,-16.032805130320707,,
24IS,5,6,35.875,6.125,31.125,4.125,117821,141392,1,2019-09-28T17:15:00Z,2019-09-29T05:15:00Z,1,558.6158573029203,-160.01016504586846,-15.321330218128482,-42.118257129653635,,
24IS,6,7,31.125,4.125,25.875,3.625,141392,166069,1,2019-09-29T17:45:00Z,2019-09-30T05:45:00Z,1,583.8998300037093,-175.06981611718123,-4.029555960202433,-46.713561076890734,,
24IS,7,8,25.875,3.625,21.875,2.875,166069,190557,1,2019-09-30T17:45:00Z,2019-10-01T03:45:00Z,1,449.5598806963974,-170.0632347781315,-7.36372619724935,-42.032983919618374,,
24IS,8,9,21.875,2.875,17.625,2.625,190557,215414,1,2019-10-02T18:15:00Z,2019-10-03T03:15:00Z,1,471.2103502341835,-176.76929027597987,-2.8053441622870934,-49.69929512298575,,
24IS,9,10,17.625,2.625,17.375,3.625,215414,241175,1,2019-10-03T20:15:00Z,2019-10-03T22:15:00Z,1,109.74437067145838,104.45220997090789,40.298334250303775,-10.386004898482462,,
24IS,10,11,17.375,3.625,14.375,3.375,241175,266027,1,2019-10-05T18:45:00Z,2019-10-06T03:15:00Z,1,333.0505895398454,-175.35407776924578,-2.939449891769686,-36.17124522196815,,
24IS,11,12,14.375,3.375,13.125,3.875,266027,291424,1,2019-10-11T21:15:00Z,2019-10-12T00:15:00Z,1,148.49186236989945,158.5842078078174,14.888222422809262,-37.95946494422853,,
24IS,12,13,13.125,3.875,13.625,3.375,291424,316078,1,2019-10-12T20:45:00Z,2019-10-12T21:45:00Z,1,77.41585458303862,-44.33689363163165,-35.329206684200365,36.15657643066174,,
24IS,13,14,13.625,3.375,12.125,3.875,316078,341476,1,2019-10-13T23:15:00Z,2019-10-14T02:45:00Z,1,174.59226668389326,161.83419965516742,13.230241532939946,-40.321107136835074,,
24TJ,1,2,44.974711,6.956946,39.375,8.625,18241,44575,1,2020-09-12T18:15:00Z,2020-09-13T04:15:00Z,1,637.0421916383407,166.94023339066686,14.6570789578292,-59.14169748705686,,
24TJ,2,3,39.375,8.625,37.125,6.375,44575,67952,1,2020-09-13T06:15:00Z,2020-09-13T11:45:00Z,1,318.0403461057708,-141.03936519520204,-33.946907981122266,-41.97988081191867,,
24TJ,3,4,37.125,6.375,36.375,6.375,67952,92979,1,2020-09-13T19:15:00Z,2020-09-13T20:45:00Z,1,83.22972564891548,180,-7.50710744907018e-15,-40.86678953364034,,
24TJ,4,5,36.375,6.375,35.125,5.125,92979,117088,1,2020-09-14T00:15:00Z,2020-09-14T03:45:00Z,1,178.93202367600085,-140.44704566364445,-28.527720868538815,-34.54179910314772,,
24TJ,5,6,35.125,5.125,35.625,3.875,117088,141190,1,2020-09-15T02:15:00Z,2020-09-15T04:45:00Z,1,126.40808020525087,-63.60915814317701,-37.12597905582188,18.422100141446666,,
24TJ,6,7,35.625,3.875,35.625,4.875,141190,166950,1,2020-09-16T23:45:00Z,2020-09-17T01:15:00Z,1,90.58822304210027,89.70875624501697,45.24192625150064,0.2299740414366406,,
24TJ,7,8,35.625,4.875,35.375,5.875,166950,192711,1,2020-09-17T21:15:00Z,2020-09-17T22:45:00Z,1,94.87404571536239,106.7084611023156,46.089417570900686,-13.834907096071337,,
24TJ,8,9,35.375,5.875,35.125,6.875,192711,218472,1,2020-09-18T02:15:00Z,2020-09-18T03:45:00Z,1,95.14176296839727,106.6602361729045,46.22771768107056,-13.834017046923158,,
24TJ,9,10,35.125,6.875,34.875,5.875,218472,242761,1,2020-09-20T04:15:00Z,2020-09-20T05:45:00Z,1,95.4078918351993,-106.61260261077611,-46.36517008214904,-13.833162933284948,,
24TJ,10,11,34.875,5.875,35.125,5.125,242761,267232,1,2020-09-20T23:15:00Z,2020-09-21T00:45:00Z,1,73.87021298634878,-67.73268594011878,-31.467065576592553,12.884618267172316,,
24TJ,11,12,35.125,5.125,30.125,0.625,267232,288964,1,2020-10-06T17:15:00Z,2020-10-07T05:45:00Z,1,696.7968137369288,-141.4689962311162,-33.66180144818921,-42.27171277444932,,
24TJ,12,13,30.125,0.625,24.625,2.375,288964,315298,1,2020-10-07T17:15:00Z,2020-10-08T05:15:00Z,1,633.5315618043969,163.73307102732252,14.288631714189505,-48.96821374405962,,
24TJ,13,14,24.625,2.375,19.625,0.875,315298,339238,1,2020-10-08T17:45:00Z,2020-10-09T06:15:00Z,1,574.8642283700685,-164.0952523478344,-12.109733891279767,-42.4981853915777,,
24TJ,14,15,19.625,0.875,16.875,1.875,339238,365009,1,2020-10-09T18:45:00Z,2020-10-10T01:45:00Z,1,322.223584699556,160.68176522909397,14.066794317792267,-40.12751440300509,,
24TJ,15,16,16.875,1.875,15.375,1.625,365009,389855,1,2020-10-10T19:45:00Z,2020-10-10T22:45:00Z,1,168.13022991601963,-170.8129903287981,-7.5823500439948015,-46.882189508221224,,
24TJ,16,17,15.375,1.625,14.875,2.625,389855,415617,1,2020-10-18T18:45:00Z,2020-10-18T20:45:00Z,1,120.88986633973842,117.1041709215439,41.921983861863076,-21.456414026990142,,
24TJ,17,18,14.875,2.625,14.375,3.625,415617,441379,1,2020-10-18T23:15:00Z,2020-10-19T01:15:00Z,1,121.10922266646489,117.05370985452393,42.01128020641984,-21.45544629706505,,
24TJ,18,19,14.375,3.625,13.875,4.625,441379,467141,1,2021-03-14T23:45:00Z,2021-03-15T01:45:00Z,1,121.32145691376226,117.00524507386768,42.097572406620344,-21.454639003267804,,
24TJ,19,20,13.875,4.625,18.125,5.875,467141,493068,1,2021-04-05T18:45:00Z,2021-04-06T05:15:00Z,1,488.9515266102352,15.711804902918189,11.982830750940352,42.59658630597233,,
24TJ,20,21,18.125,5.875,22.625,6.375,493068,518442,1,2021-04-06T18:15:00Z,2021-04-07T05:45:00Z,1,500.91761376543906,5.895823185303461,4.262404995829581,41.27586853439464,,
24TJ,21,22,22.625,6.375,25.875,3.125,518442,541061,1,2021-04-07T18:15:00Z,2021-04-08T04:45:00Z,1,488.3289616069772,-41.860353495423716,-29.47967247711583,32.9014044118421,,
24TJ,22,23,25.875,3.125,27.375,3.875,541061,566631,1,2021-04-08T06:45:00Z,2021-04-08T10:15:00Z,1,182.20534065121035,24.031349888658248,18.36741774232815,41.19322184510556,,
24TJ,23,24,27.375,3.875,32.125,2.875,566631,590900,1,2021-04-08T18:45:00Z,2021-04-09T05:15:00Z,1,535.3317252495553,-10.16434276109289,-8.61863641768838,48.07200244515339,,
24TJ,24,25,32.125,2.875,33.875,2.875,590900,615917,1,2021-04-09T20:45:00Z,2021-04-09T23:45:00Z,1,194.08286270097884,0,3.495145248887273e-15,57.08005363376166,,
24TJ,25,26,33.875,2.875,34.625,3.375,615917,641306,1,2021-04-19T20:15:00Z,2021-04-19T22:15:00Z,1,95.09245829211919,28.82841437834041,17.411950487780484,31.635047897674614,,
24TJ,26,27,34.625,3.375,43.625,6.625,641306,668686,1,2021-04-26T19:15:00Z,2021-04-27T15:15:00Z,1,1037.6993086880616,14.700152085468178,12.907628900614757,49.200422883634815,,
24TJ,27,28,43.625,6.625,43.125,5.875,668686,693160,1,2021-04-27T22:15:00Z,2021-04-27T23:45:00Z,1,82.34200716400886,-132.16661125241032,-30.734896191591318,-27.8360829229477,,
24TJ,28,29,43.125,5.875,43.625,4.625,693160,717262,1,2021-04-29T20:15:00Z,2021-04-29T22:15:00Z,1,115.53314411335327,-60.83367902554202,-41.53573294462886,23.18150590616183,,
24TJ,29,30,43.625,4.625,44.375,4.375,717262,742099,1,2021-05-01T19:45:00Z,2021-05-01T21:15:00Z,1,85.7124748272997,-13.442384052206792,-10.183734697161825,42.607011177672305,,
24TJ,30,31,44.375,4.375,44.974711,6.956946,742099,768961,1,2021-05-03T19:45:00Z,2021-05-04T01:45:00Z,1,215.28858872454634,71.06392162598684,29.694711760708405,8.807721867759685,,
26HS,1,2,46.553613,8.711702,44.625,7.125,19522,43450,1,2020-09-16T17:45:00Z,2020-09-16T23:15:00Z,1,247.53020923284151,-149.418242930166,-20.018203010591208,-37.187252183191646,,
26HS,2,3,44.625,7.125,40.625,9.875,43450,70514,1,2020-09-23T17:45:00Z,2020-09-24T03:45:00Z,1,498.25263426003426,152.14186091597008,22.388708996286237,-42.35972199355239,,
26HS,3,4,40.625,9.875,40.625,9.125,70514,94986,1,2020-09-24T18:15:00Z,2020-09-24T19:15:00Z,1,63.45747672315441,-89.75583344008521,-42.24436682544645,0.18002589809168962,,
26HS,4,5,40.625,9.125,42.125,8.875,94986,119820,1,2020-09-26T17:45:00Z,2020-09-26T20:45:00Z,1,167.89916934674218,-7.073123505240394,-6.040116067359854,48.67910890905887,,
26HS,5,6,42.125,8.875,40.875,9.625,119820,145401,1,2020-09-27T17:45:00Z,2020-09-27T21:45:00Z,1,152.2977718206944,155.47196682597564,13.690289753756906,-30.00169081456191,,
26HS,6,7,40.875,9.625,39.875,9.375,145401,170245,1,2020-09-28T19:15:00Z,2020-09-28T21:45:00Z,1,113.05317880642477,-169.094553580973,-6.983105840362755,-36.24419949143947,,
26HS,7,8,39.875,9.375,37.375,9.625,170245,195463,1,2020-09-29T17:45:00Z,2020-09-29T21:45:00Z,1,278.3731407674057,175.43615440962597,5.128049996156248,-64.24274321645787,,
26HS,8,9,37.375,9.625,36.875,8.875,195463,219937,1,2020-09-30T02:45:00Z,2020-09-30T04:15:00Z,1,86.72468233040388,-129.55280812862907,-33.23434122192807,-27.447762036658222,,
26HS,9,10,36.875,8.875,34.375,7.875,219937,244235,1,2020-09-30T19:15:00Z,2020-10-01T02:45:00Z,1,291.79230567167144,-161.6206185844644,-11.366675952862046,-34.21058747933614,,
26HS,10,11,34.375,7.875,34.875,8.875,244235,269993,1,2020-10-01T21:15:00Z,2020-10-01T23:15:00Z,1,107.17162150233146,58.54874275069984,35.92212846283176,21.97109486440583,,
