"","sta_id_s","sta_id_t","flight_duration","as_m","as_s","gs_m","gs_s","ws_m","ws_s","dist_m","dist_s","ws_m_support","ws_m_drift","start_flight","end_flight","sunrise","sunset","as_sp","gs_sp","ws_sp","dist_sp","ws_sp_support","ws_sp_drift","alt_min","alt_max","alt_mean","alt_med","alt_sumdabsdiff","alt_sumposdiff","gdl_id"
"1",1,2,6.5,40.851632840333,19.3289073890647,40.0277196250246,20.0064679745454,5.10968610606497,0.801836315616965,260.18017756266,130.042041834545,-0.506257608714018,5.08454475210245,2019-09-15 18:00:00,2019-09-16 00:30:00,2019-09-16 04:49:07,2019-09-15 18:13:34,35.3434732345485,33.6560619747106,5.12121660118886,218.764402835619,-1.34008151677352,4.94277664928271,37.049643000501,3339.6057160699,2248.87376641074,2610.04302243546,7850.43632677402,2612.60417524382,"24EA"
"2",2,3,5.5,80.5228197146104,16.2808763614095,79.9193137044185,15.9517329832078,8.00119016825225,2.16790859748497,439.556225374302,87.7345314076429,-0.205261695684737,7.9985568538844,2019-09-16 18:00:00,2019-09-16 23:30:00,2019-09-17 05:03:14,2019-09-16 18:15:01,85.9579306116207,84.7554049375712,6.07265589762346,466.154727156642,-0.993506074176836,5.99083427675268,-3.50629584013041,2374.56721355912,1284.81457761314,1763.12185304113,4744.19056419938,2366.11705480013,"24EA"
"3",3,4,4.5,75.9188180392643,14.6582629854571,71.7981725519217,15.832203456562,10.9302150472217,2.13791350487906,323.091776483647,71.2449155545291,-3.40690948193079,10.3856905769641,2019-09-17 04:00:00,2019-09-17 08:30:00,2019-09-17 05:01:58,2019-09-16 18:21:57,65.140545907973,63.3732487451504,12.5411165981038,285.179619353177,-0.551040545732929,12.5290047427636,-30.1583098636215,2134.73827462682,921.230309885857,904.19342872212,4328.08703314192,2164.89658449045,"24EA"
"4",4,5,2,53.7691593758032,15.8006994259328,44.7489732336752,14.819238912721,17.5039727547402,2.05702750111611,89.4979464673503,29.638477825442,-6.50587924412411,16.2500029987555,2019-09-17 21:30:00,2019-09-17 23:30:00,2019-09-18 05:02:15,2019-09-17 18:15:37,53.8898638621939,43.0936356013164,15.0531607352224,86.1872712026327,-9.51948400474769,11.6609207356793,-34.741219202282,1739.84383554623,513.689632963176,307.890330857228,3543.78652968315,1943.20903987133,"24EA"
"5",5,6,2,37.5035932160386,18.2804421519753,35.5757446225416,16.3462517109106,5.91157213245322,4.19574961021449,71.1514892450832,32.6925034218211,-1.48892475354512,5.72099538152917,2019-09-19 20:30:00,2019-09-19 22:30:00,2019-09-20 05:04:05,2019-09-19 18:11:08,36.6969147032807,27.7391718595349,8.95858363804641,55.4783437190697,-8.95747131535871,0.141168106875522,599.590544032246,1688.88998571096,1010.76730172879,971.015216044554,1574.23224158469,484.93279990597,"24EA"
"6",6,7,7,31.2049916886049,14.7619248708282,25.1312010694756,13.5939048625017,9.98788796990788,2.24113429983208,175.918407486329,95.1573340375119,-4.82301526938354,8.74622374575015,2019-10-16 17:30:00,2019-10-17 00:30:00,2019-10-17 05:25:38,2019-10-16 17:32:59,31.0819419970049,23.9956625514744,7.41567377167925,167.969637860321,-6.98674351695218,2.48548436251333,610.661026228919,2253.92746039114,1386.34092072823,1134.89064923832,3779.36671291559,1952.08289891938,"24EA"
"7",7,8,12,46.8153688962164,16.1155336703047,57.7888611580821,16.5438808193664,12.7856923898729,3.94195263787303,693.466333896985,198.526569832397,11.34602423952,5.89420595540031,2019-10-18 17:30:00,2019-10-19 05:30:00,2019-10-19 05:30:46,2019-10-18 17:32:28,36.3741102697523,50.4461301471525,16.4951608124205,605.35356176583,14.8061553460834,7.27104491082656,444.009498034641,3662.19459453128,2508.21013438316,2552.55531489258,7560.1701085634,3615.73907408353,"24EA"
"8",8,9,12.5,46.4886508733636,14.5433629483098,61.6657402458683,15.4112874090133,20.7789894303628,3.75144502522483,770.821753073354,192.641092612667,16.8102681774865,12.213979103802,2019-10-19 17:30:00,2019-10-20 06:00:00,2019-10-20 05:36:33,2019-10-19 17:41:49,37.4386648056924,54.05080535022,20.8150417172016,675.63506687775,18.0672784208133,10.3363152116051,349.232910986801,1769.3531946285,848.201586792135,602.417123976259,5961.05956782222,2947.74294388988,"24EA"
"9",9,10,12,46.2661435869415,18.2797305422705,32.1156998408097,18.1186992864647,17.0913844723211,3.82163361315991,385.388398089717,217.424391437576,-12.7199850386509,11.4156648425397,2019-10-20 18:00:00,2019-10-21 06:00:00,2019-10-21 05:31:26,2019-10-20 17:53:45,34.0662332199738,22.4742759518437,14.9949378555792,269.691311422124,-9.57910737297903,11.5364146609604,352.037668728014,2892.66115026778,1588.18010798241,1771.938884397,12092.7320239666,6046.63893379329,"24EA"
"10",10,11,7,32.508947460073,16.1185969499028,30.3246692683088,15.7431505594228,11.541403550548,4.86185718289084,212.272684878161,110.20205391596,-0.0666471046577685,11.5412111184243,2019-10-21 18:00:00,2019-10-22 01:00:00,2019-10-22 05:31:23,2019-10-21 17:50:34,31.447938807223,31.8497352137131,4.58886105995514,222.948146495991,0.729840035975346,4.53045023694777,330.636939176741,2621.92977859189,1180.75728111395,881.944527543116,9767.5231540387,4867.61441298426,"24EA"
"11",11,12,5,30.0329171410499,15.9188828313932,32.0509245683105,15.3984968111759,19.5809551978884,8.01420482305948,160.254622841552,76.9924840558794,7.93580008994552,17.9007509170463,2019-10-22 18:30:00,2019-10-22 23:30:00,2019-10-23 05:33:58,2019-10-22 17:52:20,31.375869006665,27.2271204110803,24.4529685084714,136.135602055402,6.51590387590097,23.5688494745992,258.346278790642,3379.07461501753,1415.11583659807,1305.74813136293,7279.31249829209,3617.11193036851,"24EA"
"12",12,13,3.5,32.2230980499728,13.9310149307165,43.2963365371733,21.859040777959,31.1598510878505,10.380973860082,151.537177880107,76.5066427228567,20.8699069477555,23.1383513632464,2019-10-26 19:00:00,2019-10-26 22:30:00,2019-10-27 05:34:56,2019-10-26 17:53:48,21.5244374895573,48.0354473114414,27.7942447211325,168.124065590045,27.2363741282717,5.54075481888628,252.010060105938,775.600644065015,542.781727577385,562.564665449231,1331.47436373345,704.70973187431,"24EA"
