"","sta_id_s","sta_id_t","flight_duration","as_m","as_s","gs_m","gs_s","ws_m","ws_s","dist_m","dist_s","alt_min","alt_max","alt_mean","alt_med"
"19",19,20,19,34.4763488319664,10.3144680662166,46.5786318428957,13.3672997579312,23.8431514322765,8.58339467258261,884.994005015018,253.978695400692,233.714013705061,3800.07370279237,1815.54308999722,1306.68427295102
"20",20,21,11,30.5239143024352,11.9429256870054,36.3010530424657,13.2187330002691,14.2937121072772,6.86796209733801,399.311583467123,145.40606300296,243.510234809494,2690.92016158964,1796.08875733983,2009.94932349009
"21",21,22,11,45.0726224618892,13.0751390819631,72.7448693166809,13.0727025157573,33.5919627589653,5.71600339420746,800.19356248349,143.79972767333,248.022990385054,3450.72741333568,2280.84950833717,2339.01313779573
"22",22,23,1.5,34.7739070596481,15.6750465153238,49.2576052649358,24.71161789687,34.7826347451085,3.94741554136883,73.8864078974036,37.0674268453051,1135.1831133875,2323.04323603472,1707.63300856922,1686.15284242734
"23",23,24,1.5,33.3524739460986,16.0388454733466,34.1507138339847,17.0937646780798,19.3186691025577,2.1071287860607,51.226070750977,25.6406470171198,1016.68545521976,1769.6670880372,1386.22053141132,1379.26479119417
"24",24,25,13,46.7786025658151,15.9859801314778,50.6528331492416,15.3467645327435,13.2243893226578,2.26399378590872,658.486830940141,199.507938925665,142.433208502286,2561.72903422476,1665.09339803816,1785.59893215372
"25",25,26,9.5,35.2261417554215,16.5187887760418,47.208736661534,18.5999215826432,17.3991000537376,5.13951633495337,448.482998284573,176.699255035111,69.0377578911625,3401.69656699052,1890.78077787222,1705.84341822693
"26",26,28,12.5,19.5333132196085,9.65602638349502,22.5013396697989,11.7485619399021,15.5986669691911,7.58124346344845,281.266745872486,146.857024248776,NA,NA,NA,NA
"27",28,31,11.5,12.8608745362596,5.19998455670565,18.3859356676672,7.54521993149264,11.1629481763721,2.23724223569135,211.438260178173,86.7700292121653,NA,NA,NA,NA
"28",31,32,1.5,39.8827662700702,14.2280509512531,34.7470254681693,14.596728025724,6.77164628033062,2.15302881195175,52.1205382022539,21.895092038586,1330.77282247286,1991.92702223856,1728.36212032386,1795.374318292
"29",32,33,0.5,37.7364595968343,15.6406092259509,39.1938722719362,24.7044174939706,14.2217616762642,3.26927953857813,19.5969361359681,12.3522087469853,1415.41112089031,2014.2231537296,1714.81713730995,1714.81713730995
"30",33,34,1,29.9085889444421,16.6796285073493,27.3016434103732,16.9813061717194,5.40867271892209,1.01621775070266,27.3016434103732,16.9813061717194,1491.49388551214,2056.38579258229,1686.40424774401,1511.3330651376
