"","sta_id_s","sta_id_t","flight_duration","as_m","as_s","gs_m","gs_s","ws_m","ws_s","dist_m","dist_s","alt_min","alt_max","alt_mean","alt_med"
"1",1,2,0.5,26.9793352529839,20.7008391086314,25.2816146642746,22.1276489782505,3.8728252755871,0.386979196060824,12.6408073321373,11.0638244891252,NA,NA,NA,NA
"2",2,3,8,24.0617544341397,10.9083957395232,23.3008487705269,11.4079993447774,5.37738407224336,1.70833354403983,186.406790164215,91.2639947582189,1945.30980626355,4057.06324563648,2918.52128615807,2972.5830945025
"3",3,4,17,60.8821618693303,11.8106267712264,64.783362151877,10.5006440964524,13.2999452258237,1.24337558840269,1101.31715658191,178.510949639691,112.013417707479,3930.84007759029,2371.39433149475,2571.90450836449
"4",4,5,4,38.6421458610465,15.1283477896592,35.9732355742192,15.558597415664,8.8245490950188,2.07363615670275,143.892942296877,62.234389662656,-71.3018970167037,1317.03018331968,753.53150829858,985.128841734611
"5",5,6,11.5,36.2605685026822,13.3882630744659,61.8578443454876,11.2475495077737,28.5719084100919,5.19418521567641,711.365209973107,129.346819339398,360.546376267226,4474.7614732475,2898.82277723646,3167.93347973409
"6",6,7,11.5,42.1320923668886,16.3764168229654,65.4059313232381,20.2255492357057,29.4096237005289,6.5787717424441,752.168210217238,232.593816210616,442.428352432759,3101.96704353469,1771.68787939841,1634.19695380968
"7",7,8,9.5,46.1398100980171,18.251800005044,47.0093487317739,23.4025369164032,23.5802458603536,4.01473236571722,446.588812951852,222.32410070583,460.319306781952,3901.7128430031,2278.87096380191,2233.95434785865
"8",8,9,8.5,48.6038649780317,16.3506268410215,54.6296986624403,16.9859603370442,11.7958703147928,4.07146542195812,464.352438630743,144.380662864875,320.399382005351,3688.19710398505,2378.62468938472,3051.32598381923
"9",9,10,1.5,33.4069128265419,15.1800665399542,34.8605254859659,17.6080849855438,9.40850937832823,4.9004958469627,52.2907882289488,26.4121274783157,294.606763857174,930.093800664291,614.476948752246,616.60361524376
"10",10,11,8,35.4636563176277,12.4580583919341,30.3657048620199,12.5461912285734,6.33894808598373,2.46709739359121,242.925638896159,100.369529828587,240.949881644607,1549.1064882734,682.724667269104,483.135115813212
"11",11,12,2.5,32.0920998695897,13.019175245009,33.0465015976909,16.7705055022736,17.504189918568,2.89176695048265,82.6162539942273,41.926263755684,245.433329923019,1841.49940103428,840.713946287525,593.966512653113
"12",12,13,0.5,32.3084814288064,22.9031727103169,29.6026762780154,28.9886952500431,9.60641767122699,2.39617414627702,14.8013381390077,14.4943476250216,301.31485659384,742.48306117988,521.89895888686,521.89895888686
"13",13,14,3,31.9962961799384,16.7021957630621,32.5591475307415,17.5086889271584,13.7544856113919,4.50480082608866,97.6774425922244,52.5260667814751,282.722435025709,647.073043672446,375.576870314697,327.682619297396
