"","series","timestamp","value","label"
"120","Rise_false","2019-09-17T00:00:00.000Z",1060,""
"121","Rise_true","2019-09-18T00:00:00.000Z",305,""
"122","Rise_false","2019-09-18T00:00:00.000Z",1060,""
"123","Rise_true","2019-09-19T00:00:00.000Z",300,""
"124","Rise_false","2019-09-19T00:00:00.000Z",1065,""
"125","Rise_true","2019-09-20T00:00:00.000Z",300,""
"126","Rise_false","2019-09-20T00:00:00.000Z",1055,""
"127","Rise_true","2019-09-21T00:00:00.000Z",300,""
"128","Rise_false","2019-09-21T00:00:00.000Z",1055,""
"129","Rise_true","2019-09-22T00:00:00.000Z",310,"label_1"
"130","Rise_false","2019-09-22T00:00:00.000Z",1050,""
"131","Rise_true","2019-09-23T00:00:00.000Z",300,""
"132","Rise_false","2019-09-23T00:00:00.000Z",1050,""
"133","Rise_true","2019-09-24T00:00:00.000Z",300,""
"134","Rise_false","2019-09-24T00:00:00.000Z",1055,""
"135","Rise_true","2019-09-25T00:00:00.000Z",305,""
"136","Rise_false","2019-09-25T00:00:00.000Z",1050,""
"137","Rise_true","2019-09-26T00:00:00.000Z",300,""
"138","Rise_false","2019-09-26T00:00:00.000Z",1050,""
"139","Rise_true","2019-09-27T00:00:00.000Z",305,""
"140","Rise_false","2019-09-27T00:00:00.000Z",1050,""
"141","Rise_true","2019-09-28T00:00:00.000Z",300,""
"142","Rise_false","2019-09-28T00:00:00.000Z",1050,""
"143","Rise_true","2019-09-29T00:00:00.000Z",305,""
"144","Rise_false","2019-09-29T00:00:00.000Z",1045,""
"145","Rise_true","2019-09-30T00:00:00.000Z",305,""
"146","Rise_false","2019-09-30T00:00:00.000Z",1050,""
"147","Rise_true","2019-10-01T00:00:00.000Z",300,""
"148","Rise_false","2019-10-01T00:00:00.000Z",1045,""
"149","Rise_true","2019-10-02T00:00:00.000Z",305,""
"150","Rise_false","2019-10-02T00:00:00.000Z",1040,""
"151","Rise_true","2019-10-03T00:00:00.000Z",310,""
"152","Rise_false","2019-10-03T00:00:00.000Z",1045,""
"153","Rise_true","2019-10-04T00:00:00.000Z",305,""
"154","Rise_false","2019-10-04T00:00:00.000Z",1040,""
"155","Rise_true","2019-10-05T00:00:00.000Z",310,""
"156","Rise_false","2019-10-05T00:00:00.000Z",1045,""
"157","Rise_true","2019-10-06T00:00:00.000Z",315,""
"158","Rise_false","2019-10-06T00:00:00.000Z",1035,""
"159","Rise_true","2019-10-07T00:00:00.000Z",305,""
"160","Rise_false","2019-10-07T00:00:00.000Z",1035,""
"161","Rise_true","2019-10-08T00:00:00.000Z",315,""
"162","Rise_false","2019-10-08T00:00:00.000Z",1030,""
"163","Rise_true","2019-10-09T00:00:00.000Z",310,""
"164","Rise_false","2019-10-09T00:00:00.000Z",1025,""
"165","Rise_true","2019-10-10T00:00:00.000Z",295,""
"166","Rise_false","2019-10-10T00:00:00.000Z",1030,""
"167","Rise_true","2019-10-11T00:00:00.000Z",290,""
"168","Rise_false","2019-10-11T00:00:00.000Z",1030,""
"169","Rise_true","2019-10-12T00:00:00.000Z",295,""
"170","Rise_false","2019-10-12T00:00:00.000Z",315,"label_1"
